,08/13/23 00:00:00,08/13/23 00:15:00,08/13/23 00:30:00,08/13/23 00:45:00,08/13/23 01:00:00,08/13/23 01:15:00,08/13/23 01:30:00,08/13/23 01:45:00,08/13/23 02:00:00,08/13/23 02:15:00,08/13/23 02:30:00,08/13/23 02:45:00,08/13/23 03:00:00,08/13/23 03:15:00,08/13/23 03:30:00,08/13/23 03:45:00,08/13/23 04:00:00,08/13/23 04:15:00,08/13/23 04:30:00,08/13/23 04:45:00,08/13/23 05:00:00,08/13/23 05:15:00,08/13/23 05:30:00,08/13/23 05:45:00,08/13/23 06:00:00,08/13/23 06:15:00,08/13/23 06:30:00,08/13/23 06:45:00,08/13/23 07:00:00,08/13/23 07:15:00,08/13/23 07:30:00,08/13/23 07:45:00,08/13/23 08:00:00,08/13/23 08:15:00,08/13/23 08:30:00,08/13/23 08:45:00,08/13/23 09:00:00,08/13/23 09:15:00,08/13/23 09:30:00,08/13/23 09:45:00,08/13/23 10:00:00,08/13/23 10:15:00,08/13/23 10:30:00,08/13/23 10:45:00,08/13/23 11:00:00,08/13/23 11:15:00,08/13/23 11:30:00,08/13/23 11:45:00,08/13/23 12:00:00,08/13/23 12:15:00,08/13/23 12:30:00,08/13/23 12:45:00,08/13/23 13:00:00,08/13/23 13:15:00,08/13/23 13:30:00,08/13/23 13:45:00,08/13/23 14:00:00,08/13/23 14:15:00,08/13/23 14:30:00,08/13/23 14:45:00,08/13/23 15:00:00,08/13/23 15:15:00,08/13/23 15:30:00,08/13/23 15:45:00,08/13/23 16:00:00,08/13/23 16:15:00,08/13/23 16:30:00,08/13/23 16:45:00,08/13/23 17:00:00,08/13/23 17:15:00,08/13/23 17:30:00,08/13/23 17:45:00,08/13/23 18:00:00,08/13/23 18:15:00,08/13/23 18:30:00,08/13/23 18:45:00,08/13/23 19:00:00,08/13/23 19:15:00,08/13/23 19:30:00,08/13/23 19:45:00,08/13/23 20:00:00,08/13/23 20:15:00,08/13/23 20:30:00,08/13/23 20:45:00,08/13/23 21:00:00,08/13/23 21:15:00,08/13/23 21:30:00,08/13/23 21:45:00,08/13/23 22:00:00,08/13/23 22:15:00,08/13/23 22:30:00,08/13/23 22:45:00,08/13/23 23:00:00,08/13/23 23:15:00,08/13/23 23:30:00,08/13/23 23:45:00,08/14/23 00:00:00
max_amp,0.004064608423325695,0.005738035752347514,0.0055164617106820855,0.00817781529331306,0.007373975313821361,0.0051172948044195124,0.005434988983843439,0.005074219970675772,0.00527154734219774,0.004940778606644342,0.005778531655061713,0.0062356924298291585,0.007836282796053206,0.005290174043768256,0.004518166203188822,0.007146137566452654,0.005915147624530476,0.004704765257697493,0.005298214419618904,0.005849829377649689,0.004566770579527932,0.007006323754119136,0.004451651969257775,0.005721228103515952,0.007146422969898721,0.005406446723670494,0.007050875412372995,0.0072488739117742805,0.005502998955606015,0.00855486843139141,0.004590835303256915,0.003090307187156372,0.004627433777954197,0.004978193389549984,0.005192390912610555,0.005909381282771174,0.005983443424163053,0.005046427592660977,0.004707888746092718,0.005387687376177344,0.007522039224059323,0.006476360804424021,0.005094619272721675,0.007225957266135648,0.005451197598087871,0.005718096015862965,0.0035974028180562234,0.005349525644941371,0.004090284080303159,0.0046310378051022515,0.005466818477947727,0.006227902189972038,0.006247026696021166,0.005535122973863276,0.003566879765972911,0.004265658794493703,0.00494769592123094,0.004516409545967164,0.006494197710470253,0.0050241242592723905,0.006180582994215507,0.006323796511098069,0.004285034112078753,0.005334262180573847,0.004941104359917116,0.006999767304645263,0.002683742985858935,0.005494194620156936,0.00415571402443393,0.0054673449337778,0.006130656913833919,0.00485294001937341,0.004968676479056148,0.0052549597770071965,0.012026709806129306,0.011325554905865346,0.009301791216518144,0.0083559528913761,0.007532105412080184,0.005590240680521702,0.006802991549286666,0.007863442542452047,0.008877411387995532,0.01489720527811374,0.012056879452917005,0.008955342368235265,0.00752238281660512,0.006223674779045076,0.00800288386129775,0.005289135141583605,0.006767548495358597,0.0058736080325113545,0.007479948837492271,0.004597265934795622,0.005798592654739507,0.0049418558586177466,0.0037873648888279584
mean_amp,0.0020124800147590122,0.0037248351329529352,0.0023571164434290615,0.0037835445248313366,0.0037719682067360893,0.0030326897805282105,0.0032287640029793657,0.002932427961033832,0.0034074478139137897,0.00265567561066569,0.003374377541474382,0.0030570997556244486,0.004026386291161599,0.0031104924605592126,0.0031974891319767255,0.003359216507647878,0.0031159260746396558,0.0026062137606846208,0.0029899835238620088,0.0030147769967129425,0.0028788526987902326,0.0036097852231311814,0.002469159242203022,0.0032006440977433302,0.003444932919612138,0.0034636423639742863,0.003593046763603664,0.003158304520283166,0.0029818131561830863,0.00309208176826143,0.002908825044957891,0.0018594349859290815,0.0023914297697434804,0.0023417698605383234,0.0029015433005390705,0.0029968375691257396,0.0038302856636492247,0.002614343798947075,0.002883545166864805,0.002879602266807585,0.003598002694783201,0.0031009298449289884,0.0028164468639511,0.00335334908047969,0.002883473959382652,0.0030698014032416727,0.001991977376633277,0.0033049569801132535,0.002602196498754731,0.0025395170329120683,0.003241712652001303,0.003233826357491951,0.0031878167935063856,0.0031563970419919607,0.0019755028426085503,0.002060679691515701,0.0026671483696056844,0.002169541625604579,0.0031784910099322316,0.0024243480586946583,0.0031339519026432157,0.0035416850498570024,0.002537476919529339,0.0029856990759342893,0.0028380910770748158,0.004287913530001384,0.0015031934787982995,0.002833662242249853,0.002501396112321824,0.0023372854814697145,0.002740888308257913,0.0033157291113588253,0.002911904331343106,0.0029718605343678176,0.0070568243504481425,0.008044100453079786,0.00700437560233213,0.0057215657207775805,0.004834474351755754,0.0038668159461672856,0.004810596446175511,0.005002645629891777,0.00541248857407505,0.00708910271664929,0.006264511294994373,0.0054656071690753535,0.004711614838080913,0.004392333978394296,0.004755423507521653,0.0034149494697425023,0.0037921081034604817,0.003198994120549955,0.0031705625064074455,0.0028969423238552733,0.00298316271805777,0.0029510252795866224,0.002637550215225425
median_amp,0.0018617193818513394,0.003561322433211625,0.002170859371026182,0.0036771750440796197,0.0034838040877206633,0.0029378371509296715,0.003067263436262492,0.0027964976069825673,0.003389403361650526,0.002565813010176149,0.00329010258749858,0.002956655579595852,0.0036879304193952476,0.002960028685874378,0.00323850553593106,0.0032120083644013595,0.002844160619267127,0.002407565617734207,0.002747972170540341,0.0028320562451199017,0.0027333949198926166,0.003424483652771952,0.0023789565651324666,0.0030488166537818856,0.0032219543432724885,0.003310168176349082,0.00331201600752214,0.0029324496590893796,0.0028114522770783705,0.0028864453045757783,0.0028094693676414114,0.0017796126513692449,0.002273568744991357,0.002253523789713132,0.0028179183061083747,0.0027997405748029047,0.0037153976746512173,0.002410867390240018,0.0028446901606460234,0.002638778134098189,0.0033664475395509923,0.002878177394049659,0.0027400319608526964,0.0031151014061494265,0.002815565350104342,0.002976846940236034,0.0019222154515601423,0.003146621514202256,0.002504604815347547,0.0024085823578730422,0.0032862322496200183,0.002945730064238825,0.0030230002270924903,0.0030127549430514246,0.0019272137937518,0.0019167641764113617,0.0025323418353441225,0.0020971762798901736,0.003075017142023832,0.0022196588034574536,0.002874257499337676,0.003365902521128056,0.0024831400690059993,0.002854857953319478,0.0027851798053955337,0.004076931149648411,0.0014505974706824779,0.00260084188163097,0.002428880881942156,0.00217014643441491,0.0025706031088821198,0.003304395023194747,0.0029788426260319565,0.0027760441720434776,0.0067382834550969595,0.008076357850303188,0.006787458681897791,0.005625373095310499,0.004766127987167946,0.003814833432397652,0.004718467581300529,0.00495981313758241,0.005249548823519272,0.006709774259490717,0.0058982075832131,0.005222219683910442,0.00449349404560823,0.004440688647385657,0.00465370338259352,0.0033065251181339655,0.0036254095446309337,0.0030885087421793234,0.0030602029166926377,0.0028645894968381503,0.0028631138454603302,0.0028877985558084084,0.0025524494461063776
impulses_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch4,0,4,0,7,7,2,1,0,4,1,2,3,8,1,4,5,3,1,4,4,3,1,1,1,2,6,3,1,2,2,1,0,0,1,0,1,4,1,0,3,2,6,3,7,3,2,0,5,1,0,3,3,2,2,0,0,2,0,2,1,5,1,0,2,3,3,0,2,0,1,3,1,2,4,36,3,3,2,0,0,0,3,2,12,2,2,2,0,2,0,2,0,1,0,0,4,0
impulses_ch3,30,123,45,153,139,66,111,81,127,72,101,73,128,70,102,100,93,57,88,71,52,123,44,91,133,124,101,93,77,101,72,18,46,42,61,75,122,69,55,64,142,87,63,117,79,98,38,99,62,57,114,112,98,99,19,40,55,53,94,55,100,131,71,92,91,218,16,79,84,50,60,121,109,84,461,424,330,183,92,58,114,123,164,327,225,160,101,82,130,40,63,41,43,31,42,44,35
impulses_ch2,648,1934,830,1804,1779,1412,1463,1203,1543,1008,1594,1365,1965,1321,1403,1484,1381,971,1284,1244,1149,1690,868,1354,1493,1433,1746,1305,1169,1310,1230,520,848,801,1336,1316,1925,999,1204,1203,1564,1210,1076,1443,1196,1299,602,1439,1006,996,1349,1323,1368,1279,644,653,958,703,1297,905,1267,1633,999,1215,1160,2164,372,1059,885,770,1029,1573,1135,1257,4902,6670,5421,4505,3543,2301,3385,3446,3779,5572,5124,4050,3169,2712,3034,1781,2130,1495,1358,1089,1231,1249,958
impulses_ch1,5375,8332,5895,7848,7999,7445,7395,6804,7568,6487,8024,7788,8523,7370,7622,7801,7173,6601,6750,6935,7052,8092,6317,7547,7726,7861,8185,7504,7123,6721,7202,5040,6211,5973,7359,7284,7886,6108,7168,7135,7474,6820,6868,7066,6780,6912,4955,7488,6373,6056,6733,6564,7349,7087,4778,4837,6312,4821,6682,5493,6606,7075,5941,6301,6338,7995,3294,6214,5358,5202,5955,7306,6336,6814,8976,7446,8307,9220,9819,10150,10023,9482,9249,8312,8853,9332,9675,9701,9663,9712,9584,9039,8936,8610,8829,8532,8088
max_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
