,07/29/23 00:00:00,07/29/23 00:15:00,07/29/23 00:30:00,07/29/23 00:45:00,07/29/23 01:00:00,07/29/23 01:15:00,07/29/23 01:30:00,07/29/23 01:45:00,07/29/23 02:00:00,07/29/23 02:15:00,07/29/23 02:30:00,07/29/23 02:45:00,07/29/23 03:00:00,07/29/23 03:15:00,07/29/23 03:30:00,07/29/23 03:45:00,07/29/23 04:00:00,07/29/23 04:15:00,07/29/23 04:30:00,07/29/23 04:45:00,07/29/23 05:00:00,07/29/23 05:15:00,07/29/23 05:30:00,07/29/23 05:45:00,07/29/23 06:00:00,07/29/23 06:15:00,07/29/23 06:30:00,07/29/23 06:45:00,07/29/23 07:00:00,07/29/23 07:15:00,07/29/23 07:30:00,07/29/23 07:45:00,07/29/23 08:00:00,07/29/23 08:15:00,07/29/23 08:30:00,07/29/23 08:45:00,07/29/23 09:00:00,07/29/23 09:15:00,07/29/23 09:30:00,07/29/23 09:45:00,07/29/23 10:00:00,07/29/23 10:15:00,07/29/23 10:30:00,07/29/23 10:45:00,07/29/23 11:00:00,07/29/23 11:15:00,07/29/23 11:30:00,07/29/23 11:45:00,07/29/23 12:00:00,07/29/23 12:15:00,07/29/23 12:30:00,07/29/23 12:45:00,07/29/23 13:00:00,07/29/23 13:15:00,07/29/23 13:30:00,07/29/23 13:45:00,07/29/23 14:00:00,07/29/23 14:15:00,07/29/23 14:30:00,07/29/23 14:45:00,07/29/23 15:00:00,07/29/23 15:15:00,07/29/23 15:30:00,07/29/23 15:45:00,07/29/23 16:00:00,07/29/23 16:15:00,07/29/23 16:30:00,07/29/23 16:32:00,07/29/23 16:45:00,07/29/23 17:00:00,07/29/23 17:15:00,07/29/23 17:30:00,07/29/23 17:45:00,07/29/23 18:00:00,07/29/23 18:15:00,07/29/23 18:30:00,07/29/23 18:45:00,07/29/23 19:00:00,07/29/23 19:15:00,07/29/23 19:30:00,07/29/23 19:45:00,07/29/23 20:00:00,07/29/23 20:15:00,07/29/23 20:30:00,07/29/23 20:45:00,07/29/23 21:00:00,07/29/23 21:15:00,07/29/23 21:30:00,07/29/23 21:45:00,07/29/23 22:00:00,07/29/23 22:15:00,07/29/23 22:30:00,07/29/23 22:45:00,07/29/23 23:00:00,07/29/23 23:15:00,07/29/23 23:30:00,07/29/23 23:45:00,07/30/23 00:00:00
max_amp,0.005296187122646447,0.006557889552780669,0.008270149603533766,0.005080667892188397,0.008185012756294264,0.0094849839824454,0.008803719133471895,0.006693141372132313,0.007257703509990638,0.006132523594075561,0.006212187511699609,0.007314930823820887,0.005466124456492064,0.0066934571025538256,0.007032174403102505,0.004530590378158957,0.007525850975430432,0.009901095144248527,0.006740497368564367,0.005685820632415591,0.006617355871081242,0.007421785034149246,0.005409948471895095,0.007060144629119424,0.009226755161165542,0.006913012383080045,0.007131232469798357,0.0049684074324156105,0.006502788485210167,0.009462680631481056,0.009710902634603271,0.009529130288664808,0.008276855318052416,0.008434545503617896,0.007464407445340449,0.008400543674693332,0.007097096455437289,0.009707010076138816,0.007488412566299749,0.007898886900801334,0.007090127398939445,0.00991063062729537,0.007191423059590382,0.005589785881716676,0.0037332386039585622,0.006626192768838719,0.004949638764139989,0.007525453364573489,0.009003064533275535,0.005951993365350505,0.006087447340990043,0.006924063655704212,0.005394122583913477,0.007480017175249494,0.00805563591415266,0.009937032928207466,0.011582978400441441,0.008298698691922223,0.011477221419453421,0.013009788577697428,0.019144009398879686,0.02216157818708669,0.02749093158222775,0.033894640450781444,0.028544689536798163,0.01942802784917544,0.02567329245343965,0.02672672083780278,0.02151358124843301,0.022984200564068445,0.016923136599373143,0.01620024752062435,0.014098258677324898,0.015095811991518512,0.012999404015809204,0.01419615643025926,0.0121270095607302,0.011747384059968731,0.011336366208596215,0.009199290236746266,0.01053163231575802,0.011406155320287915,0.015077823925000098,0.015374256093017007,0.012082661686635965,0.012267646464393267,0.010096333992495623,0.011181431646461702,0.008260410102193734,0.009933405642954283,0.008002282596764302,0.009536384643591701,0.007373879127101249,0.008031610052862084,0.007299193137990578,0.007340461982655527,0.008104808408654806,0.007305218878544602
mean_amp,0.004343160666807549,0.005049710664157571,0.005430299999885176,0.004022347342533561,0.005778011171351344,0.005587501129401481,0.00579921538343447,0.004527786408143715,0.005601331269637693,0.004427948877198512,0.004688455063915159,0.0049921199735443855,0.00459607084314246,0.00516297397530686,0.00473713489450959,0.0034541985250168485,0.004747887989890701,0.005806078621807645,0.004721476494636534,0.0043081561734346525,0.0049587609542352485,0.005017127362311686,0.004102851134799657,0.00453190900595927,0.005026227767481047,0.004276916875432682,0.00481246393758774,0.0036461538824379192,0.0045587316271211336,0.005979626467278385,0.006331506995368588,0.005952639490949539,0.006344134805809341,0.00615315268665218,0.005936371157239778,0.005612778217280901,0.005069104546855667,0.005191412368157239,0.0054136087704341205,0.00586275031697771,0.00486645531353197,0.00542629464218304,0.004948585830126248,0.00424858261831327,0.0029244683512648136,0.004571869265004454,0.003823734231687653,0.004488986585677471,0.005167806677259892,0.0045339122157859015,0.004763282754444,0.005344598814350829,0.0033360331745671125,0.004598006475704597,0.005934068743248969,0.007065359116208616,0.007480107484162773,0.006604112807678649,0.007656640650822977,0.009664353833800815,0.015396658633472983,0.01679352671437956,0.01938265314668609,0.02454716676110725,0.019856002060004888,0.015966274674832838,0.020587515005040684,0.01940484491697752,0.016512457103291096,0.014897826480472524,0.011854700377877942,0.012027805080149046,0.010908667251975054,0.01060106579200077,0.009330268753744401,0.009130247336602202,0.008433370555842264,0.007805007964474085,0.007946384495577039,0.007024237873011976,0.007070864421108146,0.007978563536722017,0.008974970905281736,0.008103122328180716,0.007943390777819232,0.00817572130661436,0.007190577042730224,0.0060297878458237175,0.006139517680996921,0.006781631654652896,0.005669287582111823,0.006041760478075898,0.005519100007064295,0.005824440638965871,0.005473858400563321,0.0057314191683200295,0.005622160200581743,0.0054955457669154445
median_amp,0.004402127449019102,0.005029543304294004,0.005327188299631845,0.004038582334072992,0.005728093927562671,0.005388593625447408,0.00569238600584611,0.004455915951454201,0.005577397562563589,0.0043033772859849585,0.004563411877371902,0.0049030657451953116,0.004562672613066192,0.005073787616292926,0.0045901190715284,0.003426255793640814,0.004658322515016213,0.005633890214356544,0.004579676443691099,0.004178515216067323,0.004831015455971716,0.004820291952470058,0.004142163965887359,0.004475601338172644,0.0048337447510433595,0.0041180927543484425,0.004696349587864003,0.0036142459741038083,0.004638561151382765,0.005853671756000543,0.006162744819800539,0.0058723538851075275,0.00630103750148657,0.006093709683841829,0.005889456180139694,0.005557420767222306,0.004846898421372101,0.0050675345360790365,0.005276716832123014,0.005806909920168544,0.004857645986841874,0.005380077197618283,0.004810076974238662,0.004214431091192523,0.0029308147699671477,0.0044982781580561425,0.003882086193796104,0.00436773193763388,0.0050049075926559185,0.004539836024889941,0.004808502785139205,0.005412104041204582,0.0032627911267811205,0.004478645606291437,0.005833223378059662,0.006847226362044066,0.007198076489624578,0.006523433568937323,0.007480816951699151,0.009543111321870119,0.015391577460915174,0.016691039170391997,0.019594928999381943,0.02451223214284596,0.01924896648305023,0.01566038643793922,0.020298683962540198,0.019374177801522063,0.01613737509307213,0.01471734201948039,0.011620080605416996,0.01188114596761158,0.010707391269385056,0.01046172166084702,0.00925165923440062,0.00879719227259759,0.008246209616368648,0.007757675272276448,0.007920497743262308,0.007042956228039288,0.0068084249787565745,0.007944466540257072,0.009159700484634232,0.007753992165457366,0.007707082091067272,0.00784294807476821,0.007183773429345166,0.005885941222160472,0.006021010553877247,0.00665035658305443,0.005519064774257404,0.0059825972040256905,0.005369972904552772,0.0057905468523890185,0.005391766916886027,0.00573494001416594,0.005527270939983582,0.005424580219913471
impulses_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch4,0,1,0,0,0,0,3,2,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,3,3,1,0,0,1,1,0,5,0,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,6,0,6,0,3,3,20,26,47,117,42,30,57,63,23,31,17,13,23,16,14,13,6,10,7,3,2,2,8,3,2,3,3,1,1,2,2,1,1,2,0,0,0,0
impulses_ch3,41,84,98,27,118,123,108,58,100,51,56,128,69,96,75,22,74,130,83,49,94,86,49,68,109,66,118,40,64,122,177,151,157,161,134,120,87,68,127,113,68,112,76,23,13,59,84,59,92,62,71,113,25,65,181,222,252,205,305,577,2183,2487,3449,4935,3324,2100,3493,2960,2434,1663,931,1117,779,773,596,476,408,328,322,255,266,421,528,450,351,440,284,169,178,235,146,156,129,153,129,161,118,142
impulses_ch2,2986,4022,4666,2568,5208,4584,5123,3239,4899,2994,3444,3655,3358,4277,3601,1779,3565,5082,3435,2904,3871,3997,2583,2995,3660,2689,3338,1901,3226,5317,5822,4996,5749,5692,5375,4829,4215,4458,4292,5177,3761,4471,3967,3144,1263,3412,2314,3094,3866,3095,3532,4737,1520,3102,4973,7017,7444,6600,7854,10081,10289,9280,9010,7529,8328,9064,8050,8302,8644,8677,8014,7982,8011,7465,6561,6999,6538,5964,6969,5425,5608,5533,6456,5796,6194,6362,5460,4177,4364,5332,4005,4461,4103,4394,3944,4270,4299,3911
impulses_ch1,9758,9407,9140,9913,9028,9045,8973,9816,8979,9911,9848,9441,9797,9359,9753,10432,9708,8846,9849,10193,9628,9641,10588,9974,9767,9959,9896,10301,9626,8397,8264,8585,8243,8645,8814,9120,9531,9524,9204,8744,9645,9201,9632,9621,9207,9394,9773,9413,8917,9413,9338,9948,9988,9949,8932,7679,7748,8166,7156,5963,3667,3255,2896,2241,2771,3551,2678,3042,3415,4021,5146,5196,5821,5892,6649,6773,7101,7559,7283,8167,7859,7319,6972,7295,7230,7100,7544,8471,8508,7924,9013,8703,8885,8945,9051,9005,9087,9178
max_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
