,08/08/22 00:01:00,08/08/22 00:16:00,08/08/22 00:31:00,08/08/22 00:46:00,08/08/22 01:01:00,08/08/22 01:16:00,08/08/22 01:31:00,08/08/22 01:46:00,08/08/22 02:01:00,08/08/22 02:16:00,08/08/22 02:31:00,08/08/22 02:46:00,08/08/22 03:01:00,08/08/22 03:16:00,08/08/22 03:31:00,08/08/22 03:46:00,08/08/22 04:01:00,08/08/22 04:16:00,08/08/22 04:31:00,08/08/22 04:46:00,08/08/22 05:01:00,08/08/22 05:16:00,08/08/22 05:31:00,08/08/22 05:46:00,08/08/22 06:01:00,08/08/22 06:16:00,08/08/22 06:31:00,08/08/22 06:46:00,08/08/22 07:01:00,08/08/22 07:16:00,08/08/22 07:31:00,08/08/22 07:46:00,08/08/22 08:01:00,08/08/22 08:16:00,08/08/22 08:31:00,08/08/22 08:46:00,08/08/22 09:01:00,08/08/22 09:16:00,08/08/22 09:31:00,08/08/22 09:46:00,08/08/22 10:01:00,08/08/22 10:16:00,08/08/22 10:31:00,08/08/22 10:46:00,08/08/22 11:01:00,08/08/22 11:16:00,08/08/22 11:31:00,08/08/22 11:46:00,08/08/22 12:01:00,08/08/22 12:16:00,08/08/22 12:31:00,08/08/22 12:46:00,08/08/22 13:01:00,08/08/22 13:16:00,08/08/22 13:31:00,08/08/22 13:46:00,08/08/22 14:01:00,08/08/22 14:16:00,08/08/22 14:31:00,08/08/22 14:46:00,08/08/22 15:01:00,08/08/22 15:16:00,08/08/22 15:31:00,08/08/22 15:46:00,08/08/22 16:01:00,08/08/22 16:16:00,08/08/22 16:31:00,08/08/22 16:46:00,08/08/22 17:01:00,08/08/22 17:16:00,08/08/22 17:31:00,08/08/22 17:46:00,08/08/22 18:01:00,08/08/22 18:16:00,08/08/22 18:31:00,08/08/22 18:46:00,08/08/22 19:01:00,08/08/22 19:16:00,08/08/22 19:31:00,08/08/22 19:46:00,08/08/22 20:01:00,08/08/22 20:16:00,08/08/22 20:31:00,08/08/22 20:46:00,08/08/22 21:01:00,08/08/22 21:16:00,08/08/22 21:31:00,08/08/22 21:46:00,08/08/22 22:01:00,08/08/22 22:16:00,08/08/22 22:31:00,08/08/22 22:46:00,08/08/22 23:01:00,08/08/22 23:16:00,08/08/22 23:31:00,08/08/22 23:46:00,08/09/22 00:01:00
max_amp,2.086792063394478e-08,2.506764179597083e-08,1.759406747980172e-08,1.1520902210338482e-08,1.731817606435767e-08,1.386137217081347e-08,1.737969960559979e-08,1.9817270241934518e-08,2.117067539252778e-08,1.724250545980951e-08,1.3574367594232109e-08,1.4772012007367179e-08,1.2930583013181237e-08,1.584201202353794e-08,1.9850834029230565e-08,1.1678992267644154e-08,9.492595218421454e-09,1.1524840472131689e-08,1.5013900722202002e-08,1.4562433557529731e-08,1.2934735258049575e-08,1.4515637739115293e-08,1.006128112811483e-08,1.092226709268977e-08,1.3059332039765513e-08,1.2146805669024313e-08,1.0284413612274246e-08,9.741632505549471e-09,1.143279447074514e-08,9.526772972081248e-09,9.910573662019474e-09,1.1091989786575462e-08,1.3062474946209175e-08,1.3348679805796033e-08,1.1819498055790726e-08,1.0620610128376978e-08,7.406097333285667e-09,8.446158986370159e-09,6.197423619230588e-09,6.917410448087612e-09,6.328165155551794e-09,7.285402296653929e-09,1.0095850280173483e-08,8.718563277694218e-09,8.347251725286783e-09,7.437211532905398e-09,9.98355958576724e-09,1.1165384985735665e-08,6.946629326540057e-09,6.811754706614724e-09,1.0063859852835104e-08,1.2842809199053009e-08,3.578019604231672e-08,1.3081676746449408e-07,1.5853121918233054e-07,5.980752631811938e-07,1.2616159790631933e-05,0.00020511760567051122,0.0016332831129003576,0.006796560723719964,0.011009406946900136,0.008994348021175826,0.00904171294802717,0.007992814709711702,0.005462461732788363,0.003287656497718242,0.0023816785486162977,0.0012548875026224563,0.0006827470868203603,0.0005454723776357314,0.0004509487449015608,0.000282590389184806,0.0003642821595302472,0.00019993670187589562,7.264540635781515e-05,7.561595477802177e-05,4.546458343431468e-05,4.915233559206005e-05,7.528595353654624e-05,2.3627451421394595e-05,1.3065623699404886e-05,1.6255272263128837e-05,8.461717927270842e-06,2.7206094431937472e-06,8.619806616845077e-06,9.873768056513123e-06,3.6254306210541276e-06,5.177019637937577e-06,4.136457845233151e-06,2.242253191018128e-06,1.1273321181959577e-06,9.824868098894945e-07,7.133642208526388e-07,6.493172640240003e-07,5.215439181366361e-07,6.749050591008287e-07,6.654196689207898e-07
mean_amp,1.4552782636557383e-08,1.699393140965334e-08,1.1110559936786495e-08,9.028440722502325e-09,1.227773884322183e-08,1.1011865784195103e-08,1.1343085245932092e-08,1.4062870728409864e-08,1.5825863676166462e-08,1.1932987192739787e-08,9.953709247916031e-09,1.020350268952343e-08,9.892038973556688e-09,1.2319517761782432e-08,1.3024330135135698e-08,9.29504217059495e-09,7.534857644000587e-09,8.76481043390191e-09,1.1085657520066286e-08,1.0820789576809363e-08,9.066696464759749e-09,9.735077152551311e-09,7.58384045211626e-09,7.925827518213105e-09,1.0420732687970751e-08,8.57849762153001e-09,7.415830920057375e-09,7.80003597521175e-09,7.082873579476522e-09,6.451398898452525e-09,7.281872820597188e-09,8.046223707059862e-09,9.141283006643486e-09,8.664423688843946e-09,8.138058899304191e-09,6.507273892932592e-09,5.0829816647472314e-09,5.470000754027619e-09,4.727990052642944e-09,4.6877305286759535e-09,4.607032687936046e-09,5.739598461714664e-09,6.49076862457211e-09,6.329353159537153e-09,5.975917696263617e-09,5.5646273014940545e-09,7.026735228604816e-09,8.112044880628556e-09,5.716519689190372e-09,4.682518813870447e-09,6.845406966414872e-09,9.26563231760219e-09,2.3196453906791373e-08,1.009646987100957e-07,1.2432276051555404e-07,4.164100898234099e-07,8.654464902002643e-06,0.00016340425230458822,0.0012518016774701135,0.004455582070134225,0.007970085912307611,0.007349834823584168,0.006669927534222241,0.006376717182364502,0.004090345791373007,0.0026058417642154962,0.0016556553571808505,0.0009594240512778356,0.0005222309771396962,0.0003922904975730346,0.0002979664149611621,0.00019326912702708176,0.00024054433024779944,0.00015881093547220475,5.098596439863019e-05,5.4033050677597965e-05,2.9314813498653857e-05,3.233037632437414e-05,4.0580614477313305e-05,1.57059807651683e-05,8.775318006766683e-06,1.0637917979395972e-05,5.749108896446872e-06,1.958235870878491e-06,5.768578636891479e-06,6.134676881559994e-06,2.5855560562754675e-06,3.1745913603245174e-06,2.697367367449507e-06,1.623302486899402e-06,7.422539103448523e-07,5.097726529795889e-07,4.99675680473695e-07,4.1172305173211243e-07,3.7467868921224404e-07,4.1927363607223733e-07,4.4769911489172636e-07
median_amp,1.4406612850184618e-08,1.648176523017036e-08,1.0702530073949542e-08,9.057457889828062e-09,1.1891434254351017e-08,1.0985248006165088e-08,1.1260048252193527e-08,1.3347457715399081e-08,1.54362391399859e-08,1.1734787071454388e-08,9.799701583683756e-09,1.0068840311436208e-08,9.92346543987726e-09,1.2188301777069567e-08,1.2876765836887939e-08,9.213323785703929e-09,7.50660939982112e-09,8.550792225915388e-09,1.0939169344110176e-08,1.063731879432844e-08,8.852444162914882e-09,9.70622863842779e-09,7.47768557017397e-09,7.908581084629127e-09,1.0275560333004317e-08,8.439998678283977e-09,7.294145438961445e-09,7.757700529436232e-09,6.925295689603808e-09,6.445854918661734e-09,7.149625167290329e-09,7.979230075031299e-09,9.062503683592163e-09,8.645459893359872e-09,7.810527851987955e-09,6.243753594745017e-09,5.042792611112757e-09,5.346004854205113e-09,4.70609366025651e-09,4.5779079089452735e-09,4.591847582826298e-09,5.650963288302987e-09,6.402390630744861e-09,6.15037878880983e-09,5.806317944366338e-09,5.477801932278683e-09,6.890163883296792e-09,8.023881832263123e-09,5.66742836488722e-09,4.513272688804208e-09,6.680640196120463e-09,9.129656568609903e-09,2.3255763140541348e-08,9.922702445259084e-08,1.2201232736340772e-07,4.036433286275598e-07,8.50311350660206e-06,0.00016231017287086352,0.0012599092890279058,0.004416696556259827,0.007855809107893135,0.0072506506127722175,0.0065501312461542,0.006224984740409198,0.004118621262055092,0.0026041484625454574,0.0016056248710925069,0.0009494294105427154,0.0005152520883608428,0.00038322979368790166,0.0002919828863513391,0.00019338695347932458,0.0002354521567145375,0.00015855504250239597,5.0794349781337604e-05,5.243312820779491e-05,2.9015048710939097e-05,3.1594489524102646e-05,3.9677423467233345e-05,1.5279521577596516e-05,8.730239487114887e-06,1.0440718273888016e-05,5.736819120383925e-06,1.9247524491630652e-06,5.854682097515357e-06,6.200055367449891e-06,2.580845130399781e-06,3.0173175094739007e-06,2.661845548546332e-06,1.5991211436705695e-06,7.479232440479823e-07,5.073368013469383e-07,4.881355937861822e-07,4.0816101818634175e-07,3.651283100157317e-07,4.0834177343066066e-07,4.4438269682297705e-07
impulses_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,17,11,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,191,1101,939,813,628,175,43,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,10288,28713,24043,20684,19993,8091,2603,792,148,16,8,11,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,14907,35091,23635,26403,28103,28878,36173,34278,20276,6473,1319,623,277,107,145,36,1,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
