,08/13/23 00:00:00,08/13/23 00:15:00,08/13/23 00:30:00,08/13/23 00:45:00,08/13/23 01:00:00,08/13/23 01:15:00,08/13/23 01:30:00,08/13/23 01:45:00,08/13/23 02:00:00,08/13/23 02:15:00,08/13/23 02:30:00,08/13/23 02:45:00,08/13/23 03:00:00,08/13/23 03:15:00,08/13/23 03:30:00,08/13/23 03:45:00,08/13/23 04:00:00,08/13/23 04:15:00,08/13/23 04:30:00,08/13/23 04:45:00,08/13/23 05:00:00,08/13/23 05:15:00,08/13/23 05:30:00,08/13/23 05:45:00,08/13/23 06:00:00,08/13/23 06:15:00,08/13/23 06:30:00,08/13/23 06:45:00,08/13/23 07:00:00,08/13/23 07:15:00,08/13/23 07:30:00,08/13/23 07:45:00,08/13/23 08:00:00,08/13/23 08:15:00,08/13/23 08:30:00,08/13/23 08:45:00,08/13/23 09:00:00,08/13/23 09:15:00,08/13/23 09:30:00,08/13/23 09:45:00,08/13/23 10:00:00,08/13/23 10:15:00,08/13/23 10:30:00,08/13/23 10:45:00,08/13/23 11:00:00,08/13/23 11:15:00,08/13/23 11:30:00,08/13/23 11:45:00,08/13/23 12:00:00,08/13/23 12:15:00,08/13/23 12:30:00,08/13/23 12:45:00,08/13/23 13:00:00,08/13/23 13:15:00,08/13/23 13:30:00,08/13/23 13:45:00,08/13/23 14:00:00,08/13/23 14:15:00,08/13/23 14:30:00,08/13/23 14:45:00,08/13/23 15:00:00,08/13/23 15:15:00,08/13/23 15:30:00,08/13/23 15:45:00,08/13/23 16:00:00,08/13/23 16:15:00,08/13/23 16:30:00,08/13/23 16:45:00,08/13/23 17:00:00,08/13/23 17:15:00,08/13/23 17:30:00,08/13/23 17:45:00,08/13/23 18:00:00,08/13/23 18:15:00,08/13/23 18:30:00,08/13/23 18:45:00,08/13/23 19:00:00,08/13/23 19:15:00,08/13/23 19:30:00,08/13/23 19:45:00,08/13/23 20:00:00,08/13/23 20:15:00,08/13/23 20:30:00,08/13/23 20:45:00,08/13/23 21:00:00,08/13/23 21:15:00,08/13/23 21:30:00,08/13/23 21:45:00,08/13/23 22:00:00,08/13/23 22:15:00,08/13/23 22:30:00,08/13/23 22:45:00,08/13/23 23:00:00,08/13/23 23:15:00,08/13/23 23:30:00,08/13/23 23:45:00,08/14/23 00:00:00
max_amp,0.016461406595689287,0.011738353572777823,0.017581892442143615,0.018669220924379837,0.017128645115567297,0.01216256431016471,0.01311934185743132,0.013468483514933361,0.013438466033169677,0.0151035963428776,0.013295985867704635,0.015248686628327696,0.014651941323510364,0.013454654749468912,0.011234793281248349,0.01681093670308561,0.013949683294414773,0.012547746174117217,0.015128914737479182,0.015871366843884332,0.01272884414861917,0.015070739016975707,0.013761898763152697,0.014835729762137538,0.017197049144112797,0.01319038963699937,0.01543652997420205,0.0181478853809439,0.014112038507411936,0.023608967243538996,0.01319638606925865,0.012220594736138795,0.014204653083782338,0.015307708153598063,0.013614919573715958,0.014669385412294136,0.012323273938871008,0.0157714130589485,0.013198256443680416,0.014538100232578417,0.01665276960923131,0.017716195907401592,0.013907582167058114,0.01679888186882329,0.014626286418634993,0.01595311855798578,0.01411022109416495,0.013151952251514137,0.012392559501438484,0.013459796352476846,0.014951273600383704,0.016333724847048942,0.015701393297896285,0.015271921205812342,0.014327280175743685,0.01725728898924022,0.01620702614470029,0.01722086431601916,0.01753862303761301,0.01581726449187498,0.01657776941895452,0.014483649439146066,0.014018922433579632,0.014473169942669437,0.012682648561573397,0.01364040027418247,0.01415075815022404,0.014862477842572594,0.013446360485905418,0.018903469013370717,0.017187995621855107,0.010448246709787386,0.013229147704496935,0.01243291310005327,0.033371691929410516,0.012519213540291825,0.010650292084041467,0.011420988901933602,0.010504864795357024,0.008319846337673256,0.009018267959460568,0.010146896656564545,0.010927055770148452,0.016378236251567542,0.013518233539037106,0.010997272975845442,0.01030139745254258,0.008747808635956675,0.009697572722368368,0.008257184293078606,0.009664110106203551,0.009366260668235937,0.0111104064750693,0.00780089533967296,0.008999841463237372,0.008723646869040464,0.007649938213429847
mean_amp,0.008276192124315459,0.00794504665119017,0.007826558831734545,0.00904524359068558,0.009007841872345818,0.00772036377300391,0.008138012550710751,0.008091893524639994,0.008546140502123612,0.008702933169716246,0.008130304569070405,0.007723448542237151,0.008024317522556407,0.007857250724305393,0.008096846400317884,0.008473547870272918,0.00790932072695166,0.007346131898271572,0.008779620972970699,0.008341570438075515,0.008071702221579788,0.008353639639090594,0.008212820600457362,0.008141139798411008,0.00869537827921841,0.008718685848472395,0.00798679334880761,0.008042449929108566,0.008303232514848956,0.008648765280357202,0.008199313335050397,0.007790650372014835,0.008067824977875674,0.007834032551832817,0.008133749014439022,0.007567962871011699,0.008187366784186072,0.008685538410588172,0.008087362624848462,0.00809545055705487,0.008575077929756513,0.008578991237072996,0.007892089163594278,0.008493825036290925,0.00808119732096587,0.008547708819447672,0.00823823428747446,0.008396165297280062,0.008154954326765848,0.007910531491354565,0.009015332601687347,0.008973934541985779,0.0081418472850842,0.008782401836992628,0.008144110985708778,0.008533980931117421,0.008788015148120764,0.00882942608687191,0.008820609590749503,0.00798858922848262,0.008653585668867396,0.008497322780518337,0.008362083638089778,0.008268496346231214,0.007884198647738892,0.008524380453624632,0.00828168058459301,0.007864562995253266,0.008274066943956883,0.008233013211608804,0.008005383172319172,0.007359732285254175,0.008077094234460049,0.007264248266955366,0.019796190039283342,0.009007501753776626,0.00802112233969913,0.00798925723178578,0.007123919658215304,0.0062161305218568,0.006327140235114344,0.006938345296861542,0.0070616930455539295,0.008350615552153913,0.007415593951966362,0.007130422085680363,0.006617035060532176,0.006370750785070696,0.006151366542077979,0.005678489985865529,0.005617829648004869,0.005372458309464289,0.0053006618874903155,0.005262191404595247,0.005097588675338401,0.00538520810908851,0.0056269885096736595
median_amp,0.007781067658299975,0.007562165816158739,0.00716407055139467,0.00881573117610019,0.008526879297730848,0.0075801447825233365,0.007820457886918031,0.007723270589835036,0.008565227075830809,0.008444079459802304,0.007975196048089113,0.00754789182040308,0.007484637017363018,0.007631618221877721,0.008259365447551355,0.008255481351857089,0.007302558629041469,0.006802249759175237,0.00813868249567894,0.007923886078552326,0.007717335095891667,0.007869352395517929,0.008040794276562641,0.00780437662869729,0.008304064079166158,0.008621200106057452,0.007526778497759044,0.0075028333376249475,0.00793695342286023,0.008172308392045548,0.007924147645998612,0.007444761405468126,0.007848245546354903,0.007669226409821877,0.00788689131205189,0.0070630516649367835,0.008043676297094352,0.008182534962462353,0.007992303647033721,0.007579821842269305,0.008079536985603465,0.007989432417877373,0.00783680710079959,0.008029292372847645,0.00775788504007322,0.00856073327885645,0.008069036940213398,0.008025478472237757,0.007842775063337346,0.007505056847072656,0.009181550414405187,0.008283845984109589,0.007853513382636661,0.00835143599524384,0.008029779125370826,0.00794144314416034,0.00840467413158551,0.008465963718459726,0.008681016821696086,0.007311239168540755,0.007989237997721783,0.008160551701679472,0.00806621083849683,0.007921071008886883,0.007742946291616598,0.008187907117740548,0.008005124270885861,0.007317512743346083,0.008041052931662206,0.007765630859079303,0.007490253896123598,0.00738512548625202,0.008171991892877779,0.006817038735998798,0.01897363358677491,0.009017822666616836,0.007724015220596372,0.00785016007947928,0.006972798690248369,0.006186554860616247,0.006180695470549792,0.006866188726349194,0.006867485711312684,0.007942173450443736,0.007022556267469491,0.006868520951683145,0.006267959354887875,0.006413244384802976,0.005983126655841627,0.005542476445877735,0.005461099064377925,0.005222335853530033,0.005069185420228536,0.005208717071806431,0.004951201958657468,0.0052078383524912075,0.005404500705751073
impulses_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch5,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch4,35,37,32,62,54,24,47,35,51,42,23,26,36,21,34,33,40,22,52,37,25,45,29,29,60,44,29,34,45,36,27,30,30,34,34,22,31,50,30,24,38,49,35,38,40,47,35,45,34,38,48,66,42,40,20,57,38,63,44,39,60,45,49,45,41,48,32,44,47,36,39,28,47,28,379,9,3,5,0,0,2,11,2,17,8,4,4,6,4,1,4,3,3,5,1,6,5
impulses_ch3,1026,831,854,1011,1057,842,857,825,980,960,902,862,811,805,933,1011,809,725,1038,892,896,912,901,843,975,984,851,863,841,972,905,856,884,862,1038,791,880,983,887,876,984,954,828,946,929,924,925,1037,943,876,1025,1104,889,1067,968,1040,1032,1103,1003,897,1022,990,975,939,852,1092,952,834,916,920,843,873,895,713,4520,829,643,648,456,300,363,395,521,712,461,472,366,330,331,245,301,223,220,203,227,257,325
impulses_ch2,12055,10703,10542,11639,11417,10991,10559,10352,10796,11355,11581,11092,11081,10466,11150,11202,10728,10232,11057,10544,11479,11291,11523,11216,11161,11508,11053,11186,11111,10962,11351,10806,11615,10645,11504,10067,10284,11135,11323,11343,10155,10587,10591,10581,10226,10525,11672,11139,10720,10420,11015,10279,11443,12033,10603,10642,10961,10292,10190,9793,9936,9851,10442,9454,9325,9872,9802,9278,9642,9665,9414,9100,9587,8916,16818,14693,13062,13832,12492,11114,11189,11869,11909,13848,13168,12274,12561,11277,10638,9829,9438,8737,8082,8035,7548,8053,8504
impulses_ch1,22170,22793,24080,22067,21974,23049,23253,23398,22498,22343,22972,23958,23504,22589,23892,23264,24242,25578,22344,23454,23565,22554,23556,22202,22263,21947,22569,23346,23051,23040,21848,22897,22780,23657,23023,23822,22502,22509,22877,22969,23500,22926,23457,23170,22979,21788,22778,22851,22889,23529,22423,23070,23398,22638,22707,23843,21897,22255,22043,23682,22870,22633,22660,24135,23625,22903,23322,24224,24707,23988,24676,25769,23966,25155,8763,14746,17605,17326,19857,22990,23430,20852,21075,17509,18783,19996,22278,22700,24121,25609,27302,27523,28290,28035,28639,28931,28152
max_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
