,08/13/23 00:00:00,08/13/23 00:15:00,08/13/23 00:30:00,08/13/23 00:45:00,08/13/23 01:00:00,08/13/23 01:15:00,08/13/23 01:30:00,08/13/23 01:45:00,08/13/23 02:00:00,08/13/23 02:15:00,08/13/23 02:30:00,08/13/23 02:45:00,08/13/23 03:00:00,08/13/23 03:15:00,08/13/23 03:30:00,08/13/23 03:45:00,08/13/23 04:00:00,08/13/23 04:15:00,08/13/23 04:30:00,08/13/23 04:45:00,08/13/23 05:00:00,08/13/23 05:15:00,08/13/23 05:30:00,08/13/23 05:45:00,08/13/23 06:00:00,08/13/23 06:15:00,08/13/23 06:30:00,08/13/23 06:45:00,08/13/23 07:00:00,08/13/23 07:15:00,08/13/23 07:30:00,08/13/23 07:45:00,08/13/23 08:00:00,08/13/23 08:15:00,08/13/23 08:30:00,08/13/23 08:45:00,08/13/23 09:00:00,08/13/23 09:15:00,08/13/23 09:30:00,08/13/23 09:45:00,08/13/23 10:00:00,08/13/23 10:15:00,08/13/23 10:30:00,08/13/23 10:45:00,08/13/23 11:00:00,08/13/23 11:15:00,08/13/23 11:30:00,08/13/23 11:45:00,08/13/23 12:00:00,08/13/23 12:15:00,08/13/23 12:30:00,08/13/23 12:45:00,08/13/23 13:00:00,08/13/23 13:15:00,08/13/23 13:30:00,08/13/23 13:45:00,08/13/23 14:00:00,08/13/23 14:15:00,08/13/23 14:30:00,08/13/23 14:45:00,08/13/23 15:00:00,08/13/23 15:15:00,08/13/23 15:30:00,08/13/23 15:45:00,08/13/23 16:00:00,08/13/23 16:15:00,08/13/23 16:30:00,08/13/23 16:45:00,08/13/23 17:00:00,08/13/23 17:15:00,08/13/23 17:30:00,08/13/23 17:45:00,08/13/23 18:00:00,08/13/23 18:15:00,08/13/23 18:30:00,08/13/23 18:45:00,08/13/23 19:00:00,08/13/23 19:15:00,08/13/23 19:30:00,08/13/23 19:45:00,08/13/23 20:00:00,08/13/23 20:15:00,08/13/23 20:30:00,08/13/23 20:45:00,08/13/23 21:00:00,08/13/23 21:15:00,08/13/23 21:30:00,08/13/23 21:45:00,08/13/23 22:00:00,08/13/23 22:15:00,08/13/23 22:30:00,08/13/23 22:45:00,08/13/23 23:00:00,08/13/23 23:15:00,08/13/23 23:30:00,08/13/23 23:45:00,08/14/23 00:00:00
max_amp,0.00045509351336859064,0.0007857406647352786,0.0006136043013201562,0.0010152522644452362,0.0009314740989501049,0.0006154975391842819,0.0006639161300647904,0.0005890572045554422,0.0006800656968444353,0.0005271122953311388,0.0007230499768933014,0.0007726349331935394,0.001123383487765002,0.0006817332224365762,0.0005692551737672485,0.0008517925034420078,0.0007068157988332492,0.0005487878629001331,0.0006144397809612289,0.0006941496402368728,0.0005567083587157507,0.0008795691839223116,0.00048028733554434804,0.0007517108425586862,0.000871356415200018,0.0006683431868002095,0.0009651261399695424,0.0009195342884816973,0.0006172037071192616,0.0010325611070125186,0.0005771567585836496,0.0003378516508576481,0.000495739367047008,0.0005342357540642898,0.0005954617278488354,0.0007423574824957481,0.0008248940020614307,0.0005504189564693077,0.000577238561216527,0.0006358379303564912,0.0009055954784623381,0.0007748350306814438,0.0006082616105411679,0.0008511816976170462,0.0006396948388521367,0.0006977251308295429,0.0003900924294886146,0.0006663956048507999,0.00046641083177138587,0.0005065777421619278,0.0006539084687894332,0.0007143713164852784,0.0007945831725531245,0.0006679323031757548,0.00039609326421724447,0.0004770965489164119,0.0005656217603726795,0.00047608954915636406,0.0007670687088080902,0.0005520191616653298,0.0007250448428022542,0.0007876363962583404,0.0004892574069009433,0.0006329981410578858,0.0005546879497918361,0.0010446237866610034,0.0003076059425020127,0.0006500249001083286,0.0004692751168841555,0.000611198273082772,0.0006980664805794495,0.0006532475908480677,0.0005785896205286988,0.0006761151538470454,0.0014595433509275112,0.004417198785479528,0.0035519317280899546,0.00200539690786243,0.0016331764093337816,0.0010730931659927885,0.0020136879925362456,0.001894221756748937,0.0024374296478147425,0.004882883202315821,0.004030223673625718,0.0024530925584083613,0.0019210754686266288,0.0014456446606018877,0.002296004575802606,0.0009990541746030103,0.0015970707356885196,0.0011332436685745082,0.0013442715550755467,0.0007786395024661427,0.001022098496880064,0.0008707431342074317,0.0005479125093057443
mean_amp,0.0002288043448282407,0.0005318246888951257,0.0002731452361758108,0.0004918900512439204,0.0004898561056720579,0.00039069597352128554,0.00041183146669267933,0.0003539068206331922,0.0004324851498573639,0.00030373051390574104,0.0004421346855954612,0.00039133902440423394,0.0006152349102382476,0.00039811864041428674,0.00041025870163355636,0.00042934576940283005,0.00040075697275249417,0.0003212902117619244,0.00035657206622532886,0.0003648266828829873,0.0003530237343881825,0.0004875410550124888,0.0002866256896311904,0.0004125030015825174,0.0004405856831982149,0.0004417666532477311,0.000499352059597797,0.0004075024895773312,0.00036314993658557695,0.0003782621476009976,0.00035860493034934,0.00021538101428599082,0.0002815653732869228,0.000273406067418165,0.0003557374111239582,0.0003829835883911752,0.0005480450882145726,0.0003031234405173135,0.0003537086573347762,0.0003540623909012132,0.00046632193815676105,0.0003752105120656549,0.0003451681828938721,0.0004303731921011225,0.0003534390117788747,0.000373842345157737,0.00022775495908911454,0.000425424875716402,0.00030692279751201275,0.0002977236116640077,0.00039429432533794555,0.0003924837410013173,0.0004120255268829078,0.0003841068721680743,0.00022515281790318108,0.00023593119714869878,0.00030669985682724,0.00024409910024621246,0.00038577792537912886,0.0002788000625084517,0.00037847297197605924,0.0004620935297157091,0.00029183493785071835,0.00036163071651845307,0.0003448230835178217,0.0006528232609955645,0.00018002527742056197,0.0003439642991913092,0.0002887631739753264,0.00026619471026262474,0.0003251274773120669,0.00046014680914278276,0.0003532595593101183,0.00039503761468090437,0.0008658055937322358,0.0031781489850350136,0.002675088974935124,0.001402823510892863,0.001107545670954468,0.000801756055511755,0.001412786399271533,0.0012952496769865279,0.001575207480768717,0.002489589219542943,0.002210828967526672,0.0015905384357446132,0.0012339902220526472,0.0010528170242089972,0.0014564021464384426,0.0006870525017236321,0.000928390843097765,0.0006500250825648443,0.0006413382817689778,0.0005252410035990088,0.0005789255003989811,0.0005375198076848654,0.0004030225222701765
median_amp,0.00021511608972830772,0.0005061954522183807,0.0002500245362995091,0.00047940891990300963,0.000463700844840087,0.00038360006501515255,0.00039576132645453355,0.0003377847386394571,0.0004334510431286817,0.0002946965745563025,0.00043369971781096633,0.00038244374972956375,0.0005738569006740097,0.00038668607854841475,0.00041849337103360004,0.000418296567981971,0.00037001297463483255,0.0002975029982863777,0.00033054124349650747,0.0003465588518340076,0.00033752514405437767,0.0004592767386378653,0.0002806220075616357,0.0003954395655324767,0.0004207582037510277,0.0004368271530754953,0.0004705909093764214,0.00038016068374349763,0.0003471303648273577,0.0003574238429400297,0.0003465702917340482,0.0002058185371025589,0.0002739020979014387,0.0002676543681630275,0.0003449408498032518,0.00035743210129908433,0.000538426749660021,0.00028556872732229743,0.00034955116063545115,0.000331510868375931,0.0004393738899322279,0.000349425584626858,0.0003427503682088969,0.00040683581002555036,0.00033929863522436034,0.00037441198255121785,0.0002230773141509273,0.0004066425636824849,0.00029517350634730244,0.00028246302194018995,0.00040156402276975514,0.00036230204783396276,0.00039743412963372173,0.0003652581626049226,0.0002219919891045041,0.00021954984469567038,0.0002933213369949127,0.00023405078722898374,0.0003796727000709919,0.00025516068969309185,0.00034941708148201296,0.0004437795571117574,0.0002815090401699033,0.0003464357320408724,0.00033864527456468473,0.0006270550985393762,0.00017401355956098591,0.00032003852523092226,0.0002806310345769042,0.00025108302432992125,0.00030420621989397375,0.00046173444847961043,0.000357410000546184,0.0003707178805734035,0.0008298302886017457,0.0031817905495699983,0.0025760020959749623,0.0013783996189702117,0.0010840511086726485,0.0007979413888980963,0.0013800867650658737,0.0012817794948756336,0.001531886871397846,0.0023678193875295113,0.0020936516916973845,0.0015321177959894939,0.0011688921829073084,0.0010598394281353854,0.0014165695450627644,0.0006705959361337993,0.0009024898728385509,0.0006318614494296422,0.000613331454884281,0.0005199035101472128,0.0005623005805443302,0.0005198158015412141,0.00038708724966458354
impulses_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,33,17,2,0,0,1,5,2,24,13,4,4,0,4,0,2,0,1,0,0,0,0
impulses_ch2,1,39,3,56,41,8,24,17,25,12,19,21,58,13,16,20,17,7,14,14,11,37,9,13,25,31,29,19,11,11,8,2,1,6,9,13,37,11,10,14,28,16,11,20,15,20,2,25,10,4,21,23,21,13,0,3,9,4,26,4,39,31,7,19,15,75,3,11,13,5,10,28,15,22,215,2026,1443,207,85,40,256,173,353,1107,784,347,165,76,276,10,66,31,39,21,12,27,5
impulses_ch1,133,952,249,762,817,510,544,378,655,304,628,553,1272,538,582,631,511,329,374,401,408,776,252,541,608,590,852,509,392,460,386,128,238,247,507,488,992,272,380,425,804,439,385,614,421,480,144,697,325,318,505,554,599,498,143,189,337,190,534,257,497,726,292,479,425,1598,82,386,319,255,346,873,455,527,2382,19285,17986,8019,5390,2681,9161,7022,9915,16846,16361,10283,7187,4972,9593,1844,3955,1518,1499,837,1122,968,475
max_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
