,07/29/23 00:00:00,07/29/23 00:15:00,07/29/23 00:30:00,07/29/23 00:45:00,07/29/23 01:00:00,07/29/23 01:15:00,07/29/23 01:30:00,07/29/23 01:45:00,07/29/23 02:00:00,07/29/23 02:15:00,07/29/23 02:30:00,07/29/23 02:45:00,07/29/23 03:00:00,07/29/23 03:15:00,07/29/23 03:30:00,07/29/23 03:45:00,07/29/23 04:00:00,07/29/23 04:15:00,07/29/23 04:30:00,07/29/23 04:45:00,07/29/23 05:00:00,07/29/23 05:15:00,07/29/23 05:30:00,07/29/23 05:45:00,07/29/23 06:00:00,07/29/23 06:15:00,07/29/23 06:30:00,07/29/23 06:45:00,07/29/23 07:00:00,07/29/23 07:15:00,07/29/23 07:30:00,07/29/23 07:45:00,07/29/23 08:00:00,07/29/23 08:15:00,07/29/23 08:30:00,07/29/23 08:45:00,07/29/23 09:00:00,07/29/23 09:15:00,07/29/23 09:30:00,07/29/23 09:45:00,07/29/23 10:00:00,07/29/23 10:15:00,07/29/23 10:30:00,07/29/23 10:45:00,07/29/23 11:00:00,07/29/23 11:15:00,07/29/23 11:30:00,07/29/23 11:45:00,07/29/23 12:00:00,07/29/23 12:15:00,07/29/23 12:30:00,07/29/23 12:45:00,07/29/23 13:00:00,07/29/23 13:15:00,07/29/23 13:30:00,07/29/23 13:45:00,07/29/23 14:00:00,07/29/23 14:15:00,07/29/23 14:30:00,07/29/23 14:45:00,07/29/23 15:00:00,07/29/23 15:15:00,07/29/23 15:30:00,07/29/23 15:45:00,07/29/23 16:00:00,07/29/23 16:15:00,07/29/23 16:30:00,07/29/23 16:32:00,07/29/23 16:45:00,07/29/23 17:00:00,07/29/23 17:15:00,07/29/23 17:30:00,07/29/23 17:45:00,07/29/23 18:00:00,07/29/23 18:15:00,07/29/23 18:30:00,07/29/23 18:45:00,07/29/23 19:00:00,07/29/23 19:15:00,07/29/23 19:30:00,07/29/23 19:45:00,07/29/23 20:00:00,07/29/23 20:15:00,07/29/23 20:30:00,07/29/23 20:45:00,07/29/23 21:00:00,07/29/23 21:15:00,07/29/23 21:30:00,07/29/23 21:45:00,07/29/23 22:00:00,07/29/23 22:15:00,07/29/23 22:30:00,07/29/23 22:45:00,07/29/23 23:00:00,07/29/23 23:15:00,07/29/23 23:30:00,07/29/23 23:45:00,07/30/23 00:00:00
max_amp,0.000775441745166024,0.0010256436995874473,0.001469802133478078,0.0006795555285497927,0.0016362639109544184,0.001645447097823829,0.0016460589673885039,0.0009321527533345069,0.0013737499869470563,0.0008421062071788238,0.0010014151170141823,0.001118292341877443,0.0008689753136040344,0.0011418565870952298,0.0011106046025395869,0.000554809690283619,0.001194356571199413,0.0020109832457528686,0.0010827137813902593,0.00081343168742918,0.0010239222788743175,0.0011702793466762547,0.0008062537799199809,0.0011320176230277194,0.0016381744658525647,0.0010178066367304917,0.0012547913936812928,0.0006594678957013814,0.0009238305680655121,0.001653380345339646,0.0017880316213526291,0.0016571928816320088,0.0016323188599198207,0.0016858881613062999,0.001334898791132866,0.0015064772292320535,0.0011170871742227164,0.0015167999243368851,0.001177033084117866,0.001346192300513491,0.0010114563678094448,0.0014800173304663213,0.0010282897918916995,0.0006928729109473977,0.00041488310091734876,0.0008401752668850478,0.0005641194847320294,0.0009427756798330094,0.0012410222419208588,0.0007755375635918139,0.0008713931714555398,0.001049314291606588,0.0005987152875535974,0.0010316438135343129,0.0011974464418188112,0.0021513155609285102,0.002712209147018434,0.001914311491648337,0.003070638683258392,0.008041185009632494,0.04392662202077434,0.04393628894956459,0.060115403673657024,0.11008907136980628,0.04422339426681467,0.014969793667877236,0.03476417440636861,0.02384839738563383,0.011496274612829805,0.01754719637650183,0.006231575596744606,0.006912815097453969,0.005213574734319021,0.005611228948065957,0.0037809930953311972,0.004659111165662984,0.0035288318046895794,0.0030295559312018138,0.0037899962625491555,0.0022115493639755803,0.002730738204573843,0.002998066195037634,0.00473309920523293,0.004443704349238355,0.0037053474668344087,0.004035940544914249,0.0024208337025918955,0.0025155883204798974,0.001989106364889855,0.003106011289171626,0.0017854335823779552,0.002379342904277738,0.0016420091546210083,0.0019667733062017204,0.0015508600872864188,0.001761390793195825,0.002056831684769775,0.0016096852859559523
mean_amp,0.0006262770820675552,0.0008096571725442353,0.0009655477919881947,0.0005353412704791609,0.0011583568738988434,0.0009925845848169866,0.001120587160393743,0.0006566315249886577,0.0010782716282408597,0.0006420208460354731,0.0007539658047282182,0.0007970669898870672,0.0007393432844963926,0.0009238357311020281,0.000761160308786872,0.00043694746187386996,0.0007720883689327951,0.001261008104137839,0.0007621706090730428,0.0006329703753978411,0.0007973800943443212,0.000814258355757849,0.0006296646447402962,0.0007304065987368455,0.0009106230981267709,0.0006419569328080714,0.0008660652963588298,0.00048684080217195125,0.0006616480522796135,0.0010633209749928538,0.0012160245788385353,0.0010598055343440252,0.0012584869297817963,0.0012428107706616413,0.001073386012362642,0.0010144631779937998,0.0008254650862054823,0.0008488385583016098,0.0008774339446595937,0.0010485963980680821,0.000737694620195087,0.0008152165448786462,0.0007229090583544557,0.00053065806445209,0.0003276927772006474,0.0006238745973779394,0.00044679262883398646,0.0005927180797544508,0.0007426950797356408,0.0006131168577729777,0.0006865074737545749,0.0008287985652468041,0.0003958794470701793,0.0006371763707383553,0.0008915427421742118,0.001568787084116076,0.0018069776531917609,0.0014732820676898388,0.002060220537930275,0.005950435629844241,0.0344572288020917,0.03364167974487411,0.043611341236104884,0.07944636923706608,0.030800753088523314,0.012310818337642384,0.027545550364742922,0.01794309391755854,0.008886005588021486,0.011569283380834986,0.004379960694984652,0.004811000184612254,0.004026347282950345,0.003934684624269245,0.00273899933119358,0.003028029612007024,0.0024669350080135017,0.002042598103176912,0.0026404200360829046,0.0016969406681244712,0.0018532197718701896,0.002123528509883219,0.002792836773489597,0.0022340134052959526,0.002449284360890019,0.0027384158244555257,0.001740125332940321,0.0013589497409007742,0.0015018611305036244,0.002098326970251102,0.001285169809794058,0.001540387879424001,0.0012525416398514733,0.001434646372480229,0.0011967662601690527,0.0014078592020184582,0.0014423809279971666,0.0012485898783776918
median_amp,0.0006299691250871853,0.0008038183941212406,0.0009427191139745807,0.0005395008291640496,0.0011322885855904598,0.0009689543101722602,0.0010956508299096754,0.000647994948425205,0.0010654807114627385,0.0006197430157881704,0.0007392463782450115,0.0007791048085317089,0.0007385939007065975,0.0009209670764654962,0.0007435760175628221,0.00043149450321507853,0.0007598710733017046,0.001216079166834506,0.0007417252373827529,0.0006090924387056997,0.0007794146801131297,0.0007865971065272002,0.00063302020506823,0.0007205705186243987,0.0008732879891497376,0.0006160269168076955,0.0008595734937180098,0.00048186939771403364,0.0006632442857205669,0.0010479277674290254,0.00117424173410197,0.0010485286487898265,0.0012548206101173612,0.0012249098470263542,0.0010622415320747382,0.0010111146862856128,0.0007954683801592808,0.0008298435817079013,0.0008526679197839858,0.001042245103728757,0.0007296788056446135,0.0008075413171869178,0.0007176310005137523,0.0005303643217894375,0.00032890536711260377,0.0006162426668675787,0.00045808088354641087,0.0005788024788944738,0.0007285464997276538,0.000613520171172458,0.0006893685388466369,0.0008224060007284107,0.0003900619852948908,0.0006288262416110054,0.0008733260679028264,0.0015397446789805732,0.0017536565570764836,0.0014562872460226859,0.002021597094939304,0.005927445404620789,0.03430988175663875,0.03343027374699392,0.04407325272967211,0.07920406565566496,0.029913196356928434,0.012071934901226506,0.027110619018167283,0.01777258882149703,0.008677246697346189,0.011563054305354639,0.0042847715122662205,0.004722209564267589,0.0039540712005441585,0.0038991341791767735,0.002736336953142754,0.0029300192457075457,0.002396076422891663,0.002015495527077387,0.002614031862629751,0.001706857625257885,0.0017670595991137383,0.002103978635687857,0.0028640995818483657,0.002144873780170267,0.00236017278881502,0.0026242367422546586,0.0017368042715446847,0.001325219135732524,0.0014656540474257732,0.0020551854613366193,0.001249384480057721,0.0015308156284303993,0.0012296574311593874,0.00142739168575408,0.0011811230050193437,0.0014171577239005645,0.0014169377539954486,0.001249122039943071
impulses_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,84,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,387,1084,5426,307,8,211,59,2,17,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,8,155,16528,14594,18890,15803,11409,1532,8344,3517,503,1322,87,113,67,62,27,29,12,16,25,3,4,5,36,19,18,38,3,1,0,5,2,1,0,1,0,0,0,0
impulses_ch2,3,21,36,1,60,58,61,12,62,11,13,33,21,24,19,6,18,107,15,15,23,28,6,13,40,15,52,3,11,62,74,69,64,86,36,52,17,18,27,50,10,23,18,2,0,6,8,5,15,6,5,23,2,11,71,229,336,162,511,10568,11941,11286,9960,5277,12198,16191,12524,14973,11365,15360,3353,4043,2834,2660,1155,1266,832,485,1063,307,387,854,1541,923,938,1395,392,153,241,633,136,225,117,171,96,212,171,126
impulses_ch1,1111,2392,3896,692,6688,3956,6115,1329,5676,1247,2102,2120,1685,3733,2058,294,2166,7997,2133,1148,2281,2766,1277,1787,3691,1207,2768,540,1099,4678,6097,4442,6680,7664,5854,4845,2903,3018,3070,4838,2015,2470,1916,667,104,1147,497,936,1768,1084,1558,3260,232,1227,2920,11434,14619,9913,16000,17584,3135,3032,2518,1209,3452,8424,3706,5967,10763,10495,18182,17349,18595,18564,15900,18028,15651,12481,18537,9755,11839,11860,16281,13000,16065,18475,10265,6839,8799,15569,6697,10000,7113,8823,6173,8880,9599,6681
max_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
