,09/14/23 00:00:00,09/14/23 00:15:00,09/14/23 00:30:00,09/14/23 00:45:00,09/14/23 01:00:00,09/14/23 01:15:00,09/14/23 01:30:00,09/14/23 01:45:00,09/14/23 02:00:00,09/14/23 02:15:00,09/14/23 02:30:00,09/14/23 02:45:00,09/14/23 03:00:00,09/14/23 03:15:00,09/14/23 03:30:00,09/14/23 03:45:00,09/14/23 04:00:00,09/14/23 04:15:00,09/14/23 04:30:00,09/14/23 04:45:00,09/14/23 05:00:00,09/14/23 05:15:00,09/14/23 05:30:00,09/14/23 05:45:00,09/14/23 06:00:00,09/14/23 06:15:00,09/14/23 06:30:00,09/14/23 06:45:00,09/14/23 07:00:00,09/14/23 07:15:00,09/14/23 07:30:00,09/14/23 07:45:00,09/14/23 08:00:00,09/14/23 08:15:00,09/14/23 08:30:00,09/14/23 08:45:00,09/14/23 09:00:00,09/14/23 09:15:00,09/14/23 09:30:00,09/14/23 09:45:00,09/14/23 10:00:00,09/14/23 10:15:00,09/14/23 10:30:00,09/14/23 10:45:00,09/14/23 11:00:00,09/14/23 11:15:00,09/14/23 11:30:00,09/14/23 11:45:00,09/14/23 12:00:00,09/14/23 12:15:00,09/14/23 12:30:00,09/14/23 12:45:00,09/14/23 13:00:00,09/14/23 13:15:00,09/14/23 13:30:00,09/14/23 13:45:00,09/14/23 14:00:00,09/14/23 14:15:00,09/14/23 14:30:00,09/14/23 14:45:00,09/14/23 15:00:00,09/14/23 15:15:00,09/14/23 15:30:00,09/14/23 15:45:00,09/14/23 16:00:00,09/14/23 16:15:00,09/14/23 16:30:00,09/14/23 16:45:00,09/14/23 17:00:00,09/14/23 17:15:00,09/14/23 17:30:00,09/14/23 17:45:00,09/14/23 18:00:00,09/14/23 18:15:00,09/14/23 18:30:00,09/14/23 18:45:00,09/14/23 19:00:00,09/14/23 19:15:00,09/14/23 19:30:00,09/14/23 19:45:00,09/14/23 20:00:00,09/14/23 20:15:00,09/14/23 20:30:00,09/14/23 20:45:00,09/14/23 21:00:00,09/14/23 21:15:00,09/14/23 21:30:00,09/14/23 21:45:00,09/14/23 22:00:00,09/14/23 22:15:00,09/14/23 22:30:00,09/14/23 22:45:00,09/14/23 23:00:00,09/14/23 23:15:00,09/14/23 23:30:00,09/14/23 23:45:00,09/15/23 00:00:00
max_amp,3.296278797516108e-05,5.300467636116884e-05,3.824001898845399e-05,6.521576223681906e-05,4.3612283929817085e-05,5.8689876877381145e-05,5.894271094884701e-05,4.758620746237489e-05,6.466274355736611e-05,5.086334525638741e-05,5.366959784565081e-05,5.677289514650327e-05,7.716418185492888e-05,5.0659997491942625e-05,6.734502686178607e-05,5.6459655011792685e-05,5.681330262174496e-05,5.5073311072742705e-05,5.551179440957542e-05,5.487352650228742e-05,8.937688473713679e-05,4.6273602152772254e-05,9.77221000731691e-05,4.7107626469657896e-05,5.9409793234428805e-05,5.698370338015067e-05,3.9359914559332244e-05,5.912437024924127e-05,3.8516608215429323e-05,4.299204648505228e-05,4.924954506414062e-05,4.942763985295689e-05,4.3325139708129034e-05,5.094325274063976e-05,8.164694353568617e-05,4.2316085568629045e-05,3.115528958368694e-05,4.606090798902762e-05,2.3766667584128558e-05,3.90843497761034e-05,4.1298872180166315e-05,2.464639181320769e-05,3.3806742756544415e-05,4.307973595800516e-05,3.455762031200196e-05,4.186128147710226e-05,4.267799382044748e-05,3.8338134680102016e-05,4.07955967588531e-05,5.620289449177544e-05,4.2995023424146816e-05,4.201466554434957e-05,4.794688658603331e-05,4.7522368649725265e-05,5.104909700782529e-05,4.213352806818825e-05,7.115635789226936e-05,0.00020492099870197733,0.00020122199927646975,0.0009249455261252204,0.0015552792216359187,0.00115782505330943,0.0005982718599312879,0.0016465359026346313,0.0020246643676595792,0.003209731778697287,0.0036966883310300676,0.0026308175440493734,0.004782728938064651,0.0030701943802042496,0.003068800626848583,0.006657885484277227,0.016868755109154917,0.0029033511209654913,0.0021490743533713703,0.0021777288921979343,0.0018134961509882791,0.0016857064677429834,0.001658922059747147,0.0015981578593132957,0.001603581095249394,0.0013928210772838996,0.0012060185465710708,0.001448838680127368,0.0011668090569604654,0.0014910308859573248,0.0014029645175232287,0.0011022851275184335,0.0011765108498694552,0.0012972070774297767,0.001705852593726052,0.0023693725439409017,0.0014620299470494095,0.001546082369398662,0.0014703541215501856,0.0008055929703534134,0.0007936300715688987
mean_amp,2.336173884467807e-05,2.743638755974223e-05,2.528353969963126e-05,3.903969887269969e-05,2.2841748407977244e-05,3.332822557853542e-05,3.4857300184132876e-05,3.135622860339531e-05,3.2902659343242884e-05,3.208974444730712e-05,3.497949745324796e-05,3.244483662704946e-05,3.365883549511839e-05,2.692873939464397e-05,4.251821635399376e-05,2.7878457618629585e-05,3.5841948289101016e-05,3.4632022096631474e-05,4.013750057639247e-05,3.162282891151789e-05,4.076045522811184e-05,2.7287098094684785e-05,4.8301406765176044e-05,2.5741074934355968e-05,4.1419671567850014e-05,2.685631129824785e-05,2.746270532886294e-05,2.7652200366932294e-05,2.7329634382109993e-05,2.7140220158399948e-05,3.47735029118611e-05,2.781644887508096e-05,2.2333813108323115e-05,3.0512820299142545e-05,4.617146284641005e-05,2.37685849487246e-05,2.25896697100603e-05,2.6618790183871787e-05,1.2520487518655745e-05,1.9359515799666388e-05,1.8694375300633084e-05,1.6078979619865157e-05,2.094068169132244e-05,2.5406580753612467e-05,1.9005978866761666e-05,2.543343469309029e-05,2.6242976988929923e-05,2.4003250158387668e-05,2.5479008837515854e-05,2.5698272038103087e-05,2.649720718228806e-05,2.5264969618633123e-05,2.9242117971052048e-05,2.664888329920042e-05,2.9359951236296117e-05,2.3451249887884693e-05,4.244565844601505e-05,0.00012054835042834515,0.00013502713728548744,0.0004149171953097784,0.0008941001741900447,0.0007206511498663787,0.00035527954326728555,0.0009724245355030939,0.0011899279967624366,0.002471478342193841,0.0023184986337864014,0.0018602388454067246,0.0029232803371398875,0.0022645613781416525,0.0021084416857601635,0.00399745907213193,0.00897247150550714,0.002038974735094701,0.0014824155886015897,0.0015467835361595884,0.0013153081548544247,0.0011760023761128314,0.0010777847018268673,0.0008710088546628384,0.0011042725469532098,0.0009693871742625886,0.0007474466768650745,0.0008255357754318645,0.0008405730624242641,0.0008680097072531895,0.0008748694585346799,0.0007493049005701228,0.0007767136002702138,0.000806978209080543,0.0008526225434339643,0.001431058430381378,0.0008101433792381517,0.0009784582367893975,0.0007975718618080252,0.0005012870498534403,0.0005022859244922811
median_amp,2.2598790008091926e-05,2.646772688987831e-05,2.4371116161499372e-05,3.706107610486796e-05,2.2364844435986703e-05,3.325944126036166e-05,3.367822425761053e-05,3.1182130941699426e-05,3.257695586008449e-05,3.100670329471349e-05,3.508054024708239e-05,3.063071380170869e-05,3.176815990329695e-05,2.5881539386913808e-05,4.230776808851844e-05,2.623463713042112e-05,3.3689786896257825e-05,3.308974318545756e-05,3.907085104430407e-05,3.0829345961130816e-05,3.8505297977818504e-05,2.6082255785703665e-05,4.651609367192121e-05,2.4562518441553105e-05,4.087549065883547e-05,2.427374966073033e-05,2.7326321460201732e-05,2.684991097258138e-05,2.681451994604207e-05,2.614219698927226e-05,3.4697595422746166e-05,2.6505591300793835e-05,2.155980562608783e-05,3.036541231173438e-05,4.424082196322632e-05,2.2368883210333408e-05,2.2227073718690145e-05,2.5933233139390914e-05,1.1779419310817113e-05,1.8643487859538308e-05,1.7233450766128667e-05,1.6057687818719775e-05,2.0336842768453402e-05,2.435289770408735e-05,1.77779204069689e-05,2.4289989375820614e-05,2.560510764000548e-05,2.3683761334504192e-05,2.5327361822375656e-05,2.3920170480227626e-05,2.5889457820005473e-05,2.419710661037975e-05,2.869794409852331e-05,2.5800993394947194e-05,2.8263149807600675e-05,2.2892529360213857e-05,4.213748167992154e-05,0.00011909231287115916,0.00012900956490594765,0.0003684914999879799,0.0008628077089489856,0.0007181352589737523,0.00034231190774748426,0.0009463960429223896,0.0011582342075663046,0.0024381950008412943,0.0022775202904798952,0.0018231438665813142,0.002874551928758893,0.002228007352954601,0.002080728397015236,0.0038401955311935625,0.008257980390335515,0.0020021125162551228,0.0014147645512093288,0.0015333806747134886,0.001313926178281359,0.0011545518486145972,0.0010638128586337495,0.0008341845921753953,0.00109759133354496,0.0009482315565737268,0.0007164281666299034,0.0008105695427261276,0.000833415404128556,0.0008277396371319089,0.0008669283641410596,0.0007355212491599885,0.0007552421561987342,0.000795334067991657,0.000847148603396751,0.00140827177424144,0.0007887161340978978,0.0009364126819265675,0.0007625193147967732,0.0004800902541382113,0.0004897986114162486
impulses_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5,6,49,47,20,62,24,20,189,905,21,6,8,1,0,1,0,4,0,0,2,1,0,0,0,0,2,3,10,0,1,1,0,0
impulses_ch2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47,139,82,16,181,242,1277,1088,633,1737,991,875,2845,10850,715,301,363,223,169,144,91,180,142,77,105,110,137,160,87,115,113,152,515,123,219,127,31,39
impulses_ch1,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5,37,83,702,2932,1952,425,3621,4455,11444,11008,8786,13390,11479,10230,14431,11249,9793,6856,6992,6234,5343,4268,2792,4319,3441,1978,2333,2561,2654,2761,1990,2225,2357,2573,5622,2306,3340,2293,991,1020
max_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
