,08/08/22 00:01:00,08/08/22 00:16:00,08/08/22 00:31:00,08/08/22 00:46:00,08/08/22 01:01:00,08/08/22 01:16:00,08/08/22 01:31:00,08/08/22 01:46:00,08/08/22 02:01:00,08/08/22 02:16:00,08/08/22 02:31:00,08/08/22 02:46:00,08/08/22 03:01:00,08/08/22 03:16:00,08/08/22 03:31:00,08/08/22 03:46:00,08/08/22 04:01:00,08/08/22 04:16:00,08/08/22 04:31:00,08/08/22 04:46:00,08/08/22 05:01:00,08/08/22 05:16:00,08/08/22 05:31:00,08/08/22 05:46:00,08/08/22 06:01:00,08/08/22 06:16:00,08/08/22 06:31:00,08/08/22 06:46:00,08/08/22 07:01:00,08/08/22 07:16:00,08/08/22 07:31:00,08/08/22 07:46:00,08/08/22 08:01:00,08/08/22 08:16:00,08/08/22 08:31:00,08/08/22 08:46:00,08/08/22 09:01:00,08/08/22 09:16:00,08/08/22 09:31:00,08/08/22 09:46:00,08/08/22 10:01:00,08/08/22 10:16:00,08/08/22 10:31:00,08/08/22 10:46:00,08/08/22 11:01:00,08/08/22 11:16:00,08/08/22 11:31:00,08/08/22 11:46:00,08/08/22 12:01:00,08/08/22 12:16:00,08/08/22 12:31:00,08/08/22 12:46:00,08/08/22 13:01:00,08/08/22 13:16:00,08/08/22 13:31:00,08/08/22 13:46:00,08/08/22 14:01:00,08/08/22 14:16:00,08/08/22 14:31:00,08/08/22 14:46:00,08/08/22 15:01:00,08/08/22 15:16:00,08/08/22 15:31:00,08/08/22 15:46:00,08/08/22 16:01:00,08/08/22 16:16:00,08/08/22 16:31:00,08/08/22 16:46:00,08/08/22 17:01:00,08/08/22 17:16:00,08/08/22 17:31:00,08/08/22 17:46:00,08/08/22 18:01:00,08/08/22 18:16:00,08/08/22 18:31:00,08/08/22 18:46:00,08/08/22 19:01:00,08/08/22 19:16:00,08/08/22 19:31:00,08/08/22 19:46:00,08/08/22 20:01:00,08/08/22 20:16:00,08/08/22 20:31:00,08/08/22 20:46:00,08/08/22 21:01:00,08/08/22 21:16:00,08/08/22 21:31:00,08/08/22 21:46:00,08/08/22 22:01:00,08/08/22 22:16:00,08/08/22 22:31:00,08/08/22 22:46:00,08/08/22 23:01:00,08/08/22 23:16:00,08/08/22 23:31:00,08/08/22 23:46:00,08/09/22 00:01:00
max_amp,0.0006570791879708498,0.000690057269319064,0.0006693702731937005,0.0004865768570284119,0.0006056088409420081,0.0005224873728442701,0.0006480719010122047,0.0006447536618566597,0.0006375254991477049,0.00061902066819134,0.0005533910665771016,0.0005904256760887037,0.0005168252106851736,0.000550378312138636,0.0006599458689528926,0.0004884497528821456,0.00044567600853037643,0.0004919706232050804,0.0005540482342710535,0.000531490223823,0.0005402423677595572,0.0005803881246628334,0.0004673982926521287,0.0005002225779910728,0.0004912158523338786,0.0005130114306573765,0.00047336005317049327,0.00042912558981615147,0.0005530615905547952,0.00048287887385707595,0.0004636672320848281,0.00048546881290119625,0.0005263648461975988,0.0005522253134021385,0.000501692475976168,0.0005360630346562863,0.00044145089372432943,0.0004889960515286619,0.000385576844610414,0.000434588153360101,0.0004107265548526825,0.0004028022366388434,0.000509117416089193,0.0004566332257779314,0.0004474869281546222,0.0004230971517056601,0.00047680536913506254,0.00048430752024175973,0.0003864296883109684,0.0004250832559223822,0.0004737808729803304,0.0005112187181049497,0.0008498506610639208,0.0012606614954278799,0.0012862787349292295,0.001750833859686237,0.003915226262502723,0.009603376374058309,0.020937250805287445,0.03766914569545559,0.04184871378797736,0.03542029176959352,0.03834349162577526,0.0340127866317631,0.029020925902055975,0.023527407472454007,0.02232970500927015,0.017107792375882336,0.013341838305361066,0.012466097034349116,0.012050721433807,0.010997171389385317,0.012065673596329665,0.008862482935699181,0.006685906803520605,0.006912779642871059,0.006095389508667522,0.006285310804393064,0.008261256228578675,0.004900555497431057,0.00409714078898211,0.00438548265041098,0.0035825135716337237,0.002372824516836234,0.003615267275988069,0.004065874675365867,0.002646011852857417,0.0033426401072942126,0.003110479686583825,0.002375589843414872,0.002052286163106998,0.002367889926268634,0.0016709963431839967,0.0018051655633563983,0.0015408355076021517,0.0018663802175744892,0.0017794168965355249
mean_amp,0.00045823111778346497,0.0004678057074091842,0.00042270376355973,0.00038130957370939746,0.00042934701452674624,0.00041507873483974004,0.0004229724900675791,0.0004575346295208856,0.0004765739142722904,0.0004284044289711757,0.0004057864013752572,0.00040782595972510793,0.00039537700050587494,0.0004280008992686426,0.0004329970647995217,0.0003887459591638743,0.0003537605051696861,0.00037415088407417456,0.0004090868248253744,0.0003949301366074767,0.0003786868048072902,0.0003892438812269126,0.00035230842214592777,0.00036299037922266704,0.00039196714454850626,0.00036230655676585945,0.00034132797950321567,0.0003435969316777832,0.0003426341073188926,0.00032699889501012634,0.00034068318648749097,0.0003521632048474616,0.00036835668918540164,0.00035844099616230105,0.00034542946743629737,0.00032844713705474634,0.0003029783025640232,0.0003166893702588466,0.0002941550550429316,0.00029450791870540147,0.0002990172692440364,0.00031733636711937736,0.0003273189735190657,0.00033149876399553925,0.00032036233491642124,0.0003165672982612439,0.0003355902326889697,0.0003518664466359949,0.00031800069039964184,0.00029220963306389946,0.0003222643136742787,0.0003688262125778647,0.0005509618131674216,0.0009729816026576865,0.001008720704627543,0.0012190186246885232,0.002685776720824486,0.0076504039272353806,0.016046994836873888,0.024694544340672628,0.030295714003288392,0.028944098371024945,0.0282853826512897,0.027135612272415698,0.021731158575017378,0.018648146799380715,0.01552278990137144,0.013079760085968362,0.0102051277691433,0.008965314485293148,0.007962568482319785,0.0075211818786330474,0.007967256420113563,0.007039523971506173,0.00469248398967842,0.004939679381946487,0.003930206616951213,0.004134217859150092,0.004452980115924854,0.003257568030091076,0.0027517793385350344,0.0028699860561812707,0.0024340519057173843,0.0017079077983083646,0.0024194224420288632,0.0025261710860378143,0.0018870618931121695,0.0020497346248476325,0.0020283311755091254,0.0017198329413164628,0.001351258786213526,0.0012286022749032057,0.0011704487138830956,0.0011446303922505753,0.0011069407737285776,0.0011594579260812625,0.0011972044212350318
median_amp,0.000453628592874568,0.00045370689436344236,0.00040718017522963765,0.00038253509249151383,0.000415838116507322,0.0004140754104375779,0.00041987612225276636,0.0004342587113869565,0.0004648409122631593,0.0004212888753921969,0.00039950791621256167,0.0004024436106246917,0.0003966330915940435,0.0004234422338601513,0.00042809125333606644,0.00038532825633073886,0.00035243425409177875,0.00036501490762959603,0.0004036810667440092,0.0003882339393741769,0.0003697381739653124,0.0003880904124420843,0.0003473769815124609,0.0003622005198130831,0.0003865066078282488,0.0003564571554575864,0.00033572716958202374,0.0003417320262713672,0.0003350112747155774,0.0003267178900253139,0.0003344959661005834,0.0003492310601554985,0.00036518220147029816,0.0003576564775432216,0.00033152702747983826,0.0003151462542394046,0.0003005827772418177,0.0003095105442957152,0.0002927927563804647,0.00028760828338014147,0.00029803168721242177,0.00031243582152877514,0.00032286221409788096,0.00032212501264970337,0.00031127027989417006,0.000311627870863061,0.00032906771433168245,0.0003480423037760942,0.0003152698198885481,0.00028164793537998874,0.00031450751404435087,0.00036341358461721915,0.0005523705251711271,0.0009562358974151522,0.0009899744851356702,0.001181644603133947,0.002638807201764958,0.007599180354532277,0.016150927275455577,0.024479025911541386,0.029861327546089174,0.028553504891863174,0.027777358563880424,0.026489926945747068,0.021881380284543738,0.01863602904959196,0.015053723244066113,0.012943503857045343,0.010068750467369573,0.008758243296020905,0.007802670406865882,0.007525767164395928,0.007798594567779356,0.007028181146178793,0.004674848773047765,0.004793415124527332,0.003890017462969097,0.004040116994937714,0.004353871424244954,0.003169116386372687,0.0027376435386794466,0.002816783878311346,0.0024288486727658326,0.001678704678351867,0.002455535435924021,0.0025530929995254484,0.001883623635136437,0.0019481878047718521,0.0020016199408530713,0.001694213642971159,0.0013615796977290116,0.0012227316326848493,0.001143417020811493,0.0011347275902877725,0.0010787253869450819,0.0011292269893058168,0.0011883358971691127
impulses_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,17,16,12,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,95,504,941,902,984,764,372,301,205,82,31,26,33,20,25,10,5,10,8,4,18,7,1,1,3,0,3,1,1,1,1,0,0,0,0,0,0,0,0
impulses_ch3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,16,97,853,8416,20308,27109,23561,22552,21891,14844,10526,6843,4238,2245,1701,1090,992,1153,900,363,338,274,321,363,192,156,174,108,55,109,114,68,75,95,63,18,30,21,12,14,9,12
impulses_ch2,31,28,24,12,23,18,23,21,23,17,18,28,11,12,26,20,8,7,21,22,17,15,12,9,12,14,11,6,12,8,10,8,18,15,7,17,9,16,5,6,5,2,13,6,11,10,17,11,10,6,8,17,54,265,306,627,2633,29164,41086,29314,24617,26726,26959,27641,32165,35506,38349,41440,37135,32507,31446,25580,28301,23467,10137,10600,6093,6297,7260,3664,2658,2918,2055,976,2064,2265,1290,1479,1381,1055,729,606,497,483,481,503,504
impulses_ch1,1162,1250,904,790,948,949,996,1151,1290,998,813,888,732,1006,982,756,579,694,908,843,715,765,597,654,784,657,549,541,545,519,538,613,644,620,573,452,417,458,407,415,372,428,431,467,476,507,522,628,436,439,473,733,1750,5943,5997,7336,37978,23228,14019,8257,6373,7143,7385,7683,9795,12053,14815,16812,20733,24298,26389,26466,25015,27888,37737,35175,45533,39469,39558,38377,33746,35349,28293,16069,28403,29436,18698,20438,19232,14247,9171,7206,7143,6707,6626,7116,6960
max_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
