,08/28/23 00:00:00,08/28/23 00:15:00,08/28/23 00:30:00,08/28/23 00:45:00,08/28/23 01:00:00,08/28/23 01:15:00,08/28/23 01:30:00,08/28/23 01:45:00,08/28/23 02:00:00,08/28/23 02:15:00,08/28/23 02:30:00,08/28/23 02:45:00,08/28/23 03:00:00,08/28/23 03:15:00,08/28/23 03:30:00,08/28/23 03:45:00,08/28/23 04:00:00,08/28/23 04:15:00,08/28/23 04:30:00,08/28/23 04:45:00,08/28/23 05:00:00,08/28/23 05:15:00,08/28/23 05:30:00,08/28/23 05:45:00,08/28/23 06:00:00,08/28/23 06:15:00,08/28/23 06:30:00,08/28/23 06:45:00,08/28/23 07:00:00,08/28/23 07:15:00,08/28/23 07:30:00,08/28/23 07:45:00,08/28/23 08:00:00,08/28/23 08:15:00,08/28/23 08:30:00,08/28/23 08:45:00,08/28/23 09:00:00,08/28/23 09:15:00,08/28/23 09:30:00,08/28/23 09:45:00,08/28/23 10:00:00,08/28/23 10:15:00,08/28/23 10:30:00,08/28/23 10:45:00,08/28/23 11:00:00,08/28/23 11:15:00,08/28/23 11:30:00,08/28/23 11:45:00,08/28/23 12:00:00,08/28/23 12:15:00,08/28/23 12:30:00,08/28/23 12:45:00,08/28/23 13:00:00,08/28/23 13:15:00,08/28/23 13:30:00,08/28/23 13:45:00,08/28/23 14:00:00,08/28/23 14:15:00,08/28/23 14:30:00,08/28/23 14:45:00,08/28/23 15:00:00,08/28/23 15:15:00,08/28/23 15:30:00,08/28/23 15:45:00,08/28/23 16:00:00,08/28/23 16:15:00,08/28/23 16:30:00,08/28/23 16:45:00,08/28/23 17:00:00,08/28/23 17:15:00,08/28/23 17:30:00,08/28/23 17:45:00,08/28/23 18:00:00,08/28/23 18:15:00,08/28/23 18:30:00,08/28/23 18:45:00,08/28/23 19:00:00,08/28/23 19:15:00,08/28/23 19:30:00,08/28/23 19:45:00,08/28/23 20:00:00,08/28/23 20:15:00,08/28/23 20:30:00,08/28/23 20:45:00,08/28/23 21:00:00,08/28/23 21:15:00,08/28/23 21:30:00,08/28/23 21:45:00,08/28/23 22:00:00,08/28/23 22:15:00,08/28/23 22:30:00,08/28/23 22:45:00,08/28/23 23:00:00,08/28/23 23:15:00,08/28/23 23:30:00,08/28/23 23:45:00,08/29/23 00:00:00
max_amp,0.00609704002210345,0.005562283041033063,0.006107631754185994,0.008064416505251156,0.006648959961846154,0.006595735783838664,0.006188321308552093,0.005705402161235854,0.005853762864191571,0.006315281431761751,0.005839354013489116,0.006904043579087918,0.005711821944723288,0.007172032622915952,0.006150538495817526,0.00699838084883558,0.007855610352439129,0.006110919064941249,0.006214830267294711,0.006968821124982913,0.005937570909275549,0.00671687448489593,0.006934132939946796,0.005766719550973813,0.0075090368707630166,0.005659068231575009,0.007222345752843835,0.006349027756981413,0.007600803762219884,0.007331795747805878,0.008978960771207422,0.007908952046168675,0.006821044415847592,0.006980933592170592,0.006560157076904401,0.00665401861737067,0.006049684536383672,0.006234210609408336,0.007162423224108482,0.005616376793948232,0.006897946900763624,0.0068097338279278835,0.005438977493427736,0.006897008899467219,0.007103497800021174,0.005505752569379988,0.005428259060337506,0.00664286153209692,0.007665781802433563,0.009419230572979434,0.004822468582728875,0.005968725580111072,0.005317682811810048,0.004922289641323451,0.004339544158611182,0.004659352108166813,0.004058784738371055,0.004306418767481771,0.004508094210874346,0.004238567998232856,0.0045628960803919625,0.004513467407637616,0.004237512942021866,0.004725886562609631,0.004304037642368737,0.005077176593393737,0.0038396309529868887,0.004278587631951151,0.0040549712762603185,0.004678126426166872,0.0035348074011899576,0.003680416271775878,0.004042139393330145,0.00425275607796951,0.004383830095717009,0.00388586746568538,0.0047170585729937615,0.005168633321401974,0.0045721546421917305,0.004681133383988996,0.0052962459223609955,0.004570980442618289,0.005057678890082065,0.005656600714847588,0.0046968421652912,0.0051032300558766855,0.004921232162072995,0.006005941972540618,0.006974332088870901,0.005881169166980644,0.006045923081765845,0.005432981513315074,0.005136453221859478,0.004783150480080925,0.006496321868547968,0.005704086792992278,0.004914070621637577
mean_amp,0.003704683389650744,0.0038153473599396534,0.004188744471287672,0.004103521163769137,0.004052299606265726,0.0042330277469801,0.00412781753167908,0.003943542087509528,0.0038073736922784964,0.0040322399164825105,0.004079221692732191,0.004064998543053252,0.004104332473076791,0.004127205323109652,0.003980043513105442,0.0042492881118142665,0.004390309000567515,0.004192003089438691,0.0040079608073874335,0.004179456462728766,0.004192554091381367,0.004102021978184312,0.004535595937217761,0.004074776579997459,0.004173902000484227,0.003905807024608352,0.004350241797001382,0.004172203250723222,0.00405862296157872,0.0042291021252055605,0.004241289862939262,0.004562457505360615,0.004475450100500865,0.004283336779733345,0.003935853356254915,0.004061312999721597,0.0038838226964344673,0.00415851641850841,0.004284141168926974,0.00391644006299226,0.004221936932816114,0.004280762837004095,0.00416240510577249,0.004354420753869163,0.004497168564447371,0.004010885578510462,0.004050999199729713,0.004379468111001661,0.004517853578207107,0.005969979133365211,0.0034392680631881167,0.00364541734477159,0.003403357669285747,0.0033583535651385958,0.0034371202350085028,0.003073346978438115,0.00310963775474084,0.0029471884478897968,0.003402411768005547,0.0031388456146389005,0.0031524275187571347,0.0030731873496125358,0.0030622763867293617,0.0030122576860049472,0.0030086353432914542,0.002943090217817536,0.002735938067002211,0.002914721864935599,0.0028483939442110156,0.0029583722613150077,0.0024912695610763078,0.00258965022050263,0.002808398556141372,0.0028278133366082727,0.002821639554939481,0.0029474138962462533,0.003309249896401447,0.003399388188065668,0.0033381700900611665,0.0032900829480852745,0.003380924232256584,0.0032633201093535446,0.0032277271035891235,0.0033138679895517243,0.0031803315679838624,0.0032480206276309536,0.0033540364554546457,0.0033415023340037948,0.0034907233681445095,0.0034381984227185307,0.003392507718244516,0.003257118807859715,0.003201726545630926,0.0033336150821535165,0.0032355176306268275,0.003384532823948316,0.0033454221890650616
median_amp,0.003571163870353678,0.0037161836439301736,0.0040935311607932755,0.003893390208510176,0.00398641971031375,0.004165083273586525,0.004120580409268817,0.0038392896099729945,0.0037964193782096963,0.003979215470891807,0.0040261005582537535,0.003922872620083406,0.0040391104619801055,0.003901789234292644,0.0039044204507374764,0.004251531741202173,0.004171403236292261,0.004096114342936353,0.0038729233602593114,0.00412643735253603,0.004091906409340002,0.00400408116188976,0.004478931573057671,0.004058882623474718,0.003953418310097451,0.003936506430817482,0.004299171158130322,0.003999913147524393,0.0039913335814402975,0.004087080799720923,0.004110147267117938,0.00440821396349534,0.00428818927307702,0.003968605866012263,0.00368548488820716,0.003984286552856778,0.003757359685893474,0.0041844525778819,0.004151892675054223,0.0037967299394541655,0.004218848822020971,0.004156331384835004,0.004208593142365025,0.004351024413840508,0.004381991377998388,0.004028346279044375,0.004052012434529642,0.004334792631120773,0.004335472026958756,0.005816783478484775,0.0034020576878532895,0.0035021470078464324,0.0033913651417907314,0.0032651325526348585,0.0034079388559700866,0.0029758325706786227,0.0030625026703205607,0.0028880812101126268,0.0033419975433424546,0.003101686914155566,0.0031037526179239433,0.0030020696570986064,0.0030685882154163516,0.0029960741105588395,0.0029433919854163974,0.002797135827417888,0.0027364608563762724,0.002844126169257282,0.002759818761003935,0.0028510499634455235,0.002477920297690223,0.002523635809196606,0.0027773236971414834,0.0027398167866285114,0.002801464687250956,0.0029707976117175697,0.0032775434249365217,0.0033233342947464263,0.0032148515657756636,0.0031889028589217223,0.0033055809695253734,0.0032400057134605548,0.0031695136007120076,0.0032500348209306123,0.0031508778888497822,0.0032215993444856756,0.003285732797242318,0.0032758142012460625,0.003422054055646687,0.0034230410527987965,0.003235772033733618,0.003157603867354709,0.003230668920878324,0.003233860500907435,0.0030697137182626117,0.003309004832330084,0.003357542193075003
impulses_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch4,0,0,2,2,0,4,1,1,0,2,2,3,2,0,2,3,5,1,0,2,2,8,3,1,2,0,2,2,2,1,6,5,5,0,1,2,1,2,0,0,5,1,1,3,1,1,1,3,1,14,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,2,0,0,2,4,3,1
impulses_ch3,139,134,207,191,201,207,212,164,178,179,171,177,203,198,170,225,212,182,192,195,195,214,258,174,188,150,227,204,167,206,219,236,238,196,156,173,178,209,208,162,194,197,219,235,246,150,169,223,245,399,62,74,57,72,71,44,37,26,56,27,45,45,50,45,59,57,38,43,46,62,27,36,49,53,44,47,64,52,80,69,64,70,61,77,64,71,83,54,93,110,96,83,79,112,65,102,114
impulses_ch2,2496,2878,3072,2902,3005,3066,3106,3108,2757,2788,2960,2789,2868,3039,3018,2971,3081,2998,2808,3131,3057,2926,3525,2884,3193,2801,3393,3120,2974,3034,3055,3604,3405,3214,2786,3110,2914,3053,3050,2797,3075,3310,3074,3273,3404,3079,3151,3339,3650,7116,2642,2750,2462,2370,2503,1940,1992,1789,2467,2107,2174,2030,1923,2016,2052,1971,1814,2031,1967,2049,1344,1451,1571,1657,1571,1669,1956,2156,1972,1741,2083,1902,1887,1805,1830,1903,2054,1911,2014,2020,1898,1931,1684,1776,1666,1944,1787
impulses_ch1,13325,13816,13246,13390,14167,13115,13509,13640,13280,13239,13272,12838,13275,13286,13373,13445,13304,13330,13203,12862,13183,13304,12892,13087,13285,13288,13227,13072,13729,13322,13383,13079,13116,13471,13081,13166,13520,13313,13342,13350,13683,13377,12950,12978,12923,13543,13683,13509,13724,15228,18391,17732,17408,17666,17632,16980,17070,17576,17162,17587,17403,17403,17247,17105,17133,17265,17114,16784,15638,15662,13335,13505,13336,13271,13196,13292,12898,12829,13157,12756,12756,12503,12730,12323,12553,12124,12610,12512,12061,11916,12106,11680,11626,11911,11907,11692,11566
max_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
