,07/29/23 00:00:00,07/29/23 00:15:00,07/29/23 00:30:00,07/29/23 00:45:00,07/29/23 01:00:00,07/29/23 01:15:00,07/29/23 01:30:00,07/29/23 01:45:00,07/29/23 02:00:00,07/29/23 02:15:00,07/29/23 02:30:00,07/29/23 02:45:00,07/29/23 03:00:00,07/29/23 03:15:00,07/29/23 03:30:00,07/29/23 03:45:00,07/29/23 04:00:00,07/29/23 04:15:00,07/29/23 04:30:00,07/29/23 04:45:00,07/29/23 05:00:00,07/29/23 05:15:00,07/29/23 05:30:00,07/29/23 05:45:00,07/29/23 06:00:00,07/29/23 06:15:00,07/29/23 06:30:00,07/29/23 06:45:00,07/29/23 07:00:00,07/29/23 07:15:00,07/29/23 07:30:00,07/29/23 07:45:00,07/29/23 08:00:00,07/29/23 08:15:00,07/29/23 08:30:00,07/29/23 08:45:00,07/29/23 09:00:00,07/29/23 09:15:00,07/29/23 09:30:00,07/29/23 09:45:00,07/29/23 10:00:00,07/29/23 10:15:00,07/29/23 10:30:00,07/29/23 10:45:00,07/29/23 11:00:00,07/29/23 11:15:00,07/29/23 11:30:00,07/29/23 11:45:00,07/29/23 12:00:00,07/29/23 12:15:00,07/29/23 12:30:00,07/29/23 12:45:00,07/29/23 13:00:00,07/29/23 13:15:00,07/29/23 13:30:00,07/29/23 13:45:00,07/29/23 14:00:00,07/29/23 14:15:00,07/29/23 14:30:00,07/29/23 14:45:00,07/29/23 15:00:00,07/29/23 15:15:00,07/29/23 15:30:00,07/29/23 15:45:00,07/29/23 16:00:00,07/29/23 16:15:00,07/29/23 16:30:00,07/29/23 16:32:00,07/29/23 16:45:00,07/29/23 17:00:00,07/29/23 17:15:00,07/29/23 17:30:00,07/29/23 17:45:00,07/29/23 18:00:00,07/29/23 18:15:00,07/29/23 18:30:00,07/29/23 18:45:00,07/29/23 19:00:00,07/29/23 19:15:00,07/29/23 19:30:00,07/29/23 19:45:00,07/29/23 20:00:00,07/29/23 20:15:00,07/29/23 20:30:00,07/29/23 20:45:00,07/29/23 21:00:00,07/29/23 21:15:00,07/29/23 21:30:00,07/29/23 21:45:00,07/29/23 22:00:00,07/29/23 22:15:00,07/29/23 22:30:00,07/29/23 22:45:00,07/29/23 23:00:00,07/29/23 23:15:00,07/29/23 23:30:00,07/29/23 23:45:00,07/30/23 00:00:00
max_amp,0.010826694660254318,0.011717882966170746,0.013809737855018468,0.011657550515287676,0.012699893991739465,0.015460035441257156,0.013604679902518459,0.01301468911102303,0.011354045759990508,0.011757461902939586,0.01144107368552236,0.012776385005218237,0.009927961366756199,0.010728478191993303,0.012688553304965124,0.010949697899978749,0.0136454116838448,0.013770055819653508,0.012369903292318905,0.011357109108305601,0.011698215895579855,0.013370331654209922,0.010527832528001047,0.012933195053641707,0.01539170437874264,0.013290229558283266,0.011789573449963498,0.011312953811828787,0.012898495008143194,0.01551742962149471,0.014778084106050205,0.01555321132302719,0.012655603929323562,0.01307093446144954,0.012528392575355957,0.014138703442988293,0.012748176133510494,0.017309689914969038,0.013432277638723752,0.012634385269221879,0.013192110719464037,0.01930340557878636,0.014340288420423838,0.01367450711639678,0.012831727751982247,0.013438026548107843,0.013907755391273691,0.01617300522207098,0.017327115754714777,0.012418859334549458,0.012166365630211251,0.013701647553652418,0.01476067746907658,0.016500434493728042,0.015617921391414593,0.013837622788712612,0.015446373954381053,0.012313172833870565,0.014602123918561655,0.012130535528002157,0.013012524103760893,0.014867880927760868,0.017808178807098392,0.021089239863286008,0.020419210341953212,0.016652757929650076,0.019253285199058896,0.021021705466319325,0.020658340709590935,0.019519922590689257,0.018685072047644257,0.0185420723289452,0.015617650577449247,0.016808853327034964,0.015969678758942295,0.016538696916450206,0.014904631903334183,0.015288241410201978,0.013453553106986389,0.012595053199790866,0.013780298449425627,0.015129332745680265,0.018861638617272067,0.021131604287771513,0.014765996198089002,0.014340655265559058,0.013786953964423074,0.01618068632165217,0.011328212200019679,0.012377611357283878,0.011496348912863781,0.012758768373726442,0.010572843675850607,0.011201022607160788,0.010619397260353264,0.01003134323316871,0.011029364032123491,0.010364711334684229
mean_amp,0.00874406205595441,0.009250257174697692,0.00907194348832997,0.00918360257717286,0.008990609280475119,0.009325971573338941,0.009261654608050673,0.009167869888260996,0.008911916669530957,0.008963876021794956,0.008613988526432,0.009106415519991572,0.008446927605801097,0.008680031806383822,0.00869618505981586,0.00862357451469139,0.008821037120945079,0.00863465770778066,0.008707727645749437,0.008837513619031036,0.009109992709019308,0.009302825260930457,0.008221981829734609,0.008344826810084083,0.008555890608321081,0.008382491030848717,0.008137241357602614,0.008351593071614014,0.009237910493590042,0.009979560021267063,0.010050445018586204,0.009946566643197149,0.009757230970445344,0.009635691444203214,0.010074023167375068,0.00952101614870753,0.009420190790520628,0.009686928379097886,0.010013258347176344,0.009841365814026526,0.00962152141982351,0.010632615764890906,0.010081520287658513,0.010473042550728314,0.010135058511888314,0.00997844584615557,0.011015188732940936,0.01016788277859656,0.010369486688540224,0.009817979643569157,0.009584996999374065,0.010822215922225882,0.00975997933617776,0.010191198578383234,0.011628114609807673,0.01009070184763134,0.010290966163135162,0.009476397551341999,0.009797178599681803,0.00897653402187901,0.010207375384632511,0.01138422248738194,0.012919127466116724,0.015219163139773551,0.014221591680543948,0.013694849925199735,0.0152554273535176,0.015816343102135113,0.015967792799772042,0.012869948633565458,0.013133096097742476,0.012904426364819458,0.01206122251494499,0.011786640208710418,0.011568637746047867,0.010748759199878768,0.010419526987648113,0.010307693145603236,0.009372840688821122,0.00966429162288935,0.009352021188194564,0.010716097421110503,0.011129595145513477,0.01062363369490282,0.009760521485387998,0.009730241780216142,0.009910233748142188,0.008740992834588466,0.008553288995264764,0.008361938615034781,0.00827516671133196,0.008260033526065434,0.008065074983629239,0.008170492451393589,0.008194766535583193,0.008017936129337228,0.007734490112368468,0.008039629719716722
median_amp,0.008795610250970191,0.00918354967950516,0.00885745335255934,0.009254958431663829,0.00878827975666329,0.009103949921081081,0.009055555797997016,0.00904728626244148,0.008806199722521942,0.008652833616295943,0.008445820460832101,0.008901199284448694,0.0084383659662886,0.008653078948223552,0.008495286183876544,0.008515955179686317,0.008681455665396702,0.008327010204658303,0.008474141193924995,0.00850413057483963,0.00890473953832548,0.00898679808565213,0.008265797782015112,0.008232450518299904,0.00820510320906631,0.008043904257325998,0.008076246689928564,0.008266310271051843,0.009260197057812034,0.00983509053155481,0.009705109742454534,0.009840729968578458,0.00972880546469575,0.009496902997297158,0.009969429152839918,0.009489589632514638,0.00907786899074552,0.009470158092154703,0.009730628974651993,0.00978175716860135,0.009516973644849753,0.010532510158012078,0.010007913729876774,0.010467245259364186,0.010172562145434164,0.009856378357366864,0.011293488436133522,0.009929165244717347,0.010171944634008178,0.009824437992971377,0.009624943105280968,0.010738743632849494,0.00961655611197012,0.010057643996086304,0.011390520195446618,0.009903896223146844,0.009987295780377117,0.009367084005577748,0.009613508568832222,0.00894185210081171,0.01016372629705736,0.011312683463804374,0.013055960989172943,0.01517274619486416,0.013811781264661715,0.013429110254331154,0.015014551296461783,0.015666047556030932,0.015592661512981186,0.012863019260297493,0.012847676028744136,0.012666265488096396,0.011844714138891734,0.011680146208242977,0.011557392731308638,0.010400846543321185,0.010120243489074431,0.010170923686377908,0.009279169173493569,0.00972076994750561,0.008917225610719165,0.010617441643143412,0.011413581024676947,0.010199738868379084,0.00940540738436616,0.009324536384294585,0.00989131988347333,0.00852403192052327,0.008347085079910273,0.008190017529841533,0.00804474613418368,0.008208704172451679,0.007917724306153028,0.008129176093251278,0.00808765052792982,0.00807089238687354,0.007598055989025833,0.008043056290562765
impulses_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch4,1,8,5,4,8,10,19,9,2,5,6,9,5,4,2,7,5,3,7,16,6,8,2,6,3,5,7,3,7,6,5,6,3,5,2,4,4,5,11,2,5,14,13,2,5,6,47,10,11,6,5,5,5,11,45,9,18,9,13,3,11,4,12,27,15,20,21,41,22,20,31,35,36,31,27,22,13,21,18,14,10,21,35,30,18,26,9,5,3,5,4,1,5,6,3,4,1,1
impulses_ch3,673,805,763,872,730,801,807,797,732,782,698,753,514,679,680,654,698,723,675,700,807,899,660,651,778,660,652,666,734,1108,1138,990,990,1042,1169,1007,902,1021,1138,1115,1029,1365,1252,1398,1219,1146,1550,1194,1176,1083,980,1632,1155,1229,1630,1080,1100,913,938,621,903,1062,1876,2733,2144,1961,2565,2665,3031,1701,1726,1690,1328,1296,1280,985,960,862,789,803,763,1395,1516,1337,922,1038,1097,747,662,630,674,679,592,614,558,559,491,632
impulses_ch2,17286,17795,18010,18789,18568,17325,19264,17920,19059,17805,18415,17114,16837,17236,17341,18397,18294,18091,17834,18827,17695,19633,18918,16558,18497,15722,15372,15665,17676,16663,16916,17305,16237,19149,20576,19066,19782,20833,18930,18746,19877,19247,19473,17790,17201,18387,18970,16973,16896,17114,16531,26934,21639,22517,20834,19781,20721,18485,18574,18410,18461,17478,19656,17016,16504,16767,15085,15050,15241,16351,16800,15469,16474,16238,16752,16500,16433,16430,16808,16278,15751,15266,16212,15769,15999,16720,15839,15061,15022,15496,15154,15710,15793,15426,15348,15339,15608,15555
impulses_ch1,14885,14440,14298,14743,15041,14303,14886,14981,14954,15014,16142,14629,15401,15432,15246,15707,15131,15715,15851,15531,14807,14732,17736,17008,17265,16735,17434,16749,13708,12154,12487,12824,12426,13848,13255,14106,14383,14127,13951,13546,14177,13015,13832,12352,12632,13474,12612,12791,11941,13104,13453,14484,15262,14905,11777,12327,13045,12960,12308,13025,10283,8743,8514,6911,7259,7665,6534,6703,6650,9593,9981,9989,11069,11760,12533,13070,13010,13688,14312,14569,14744,13791,13294,13650,13919,14882,13946,16581,16990,16815,17398,17057,17880,17687,17370,18136,18163,17968
max_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
