,08/08/22 00:01:00,08/08/22 00:16:00,08/08/22 00:31:00,08/08/22 00:46:00,08/08/22 01:01:00,08/08/22 01:16:00,08/08/22 01:31:00,08/08/22 01:46:00,08/08/22 02:01:00,08/08/22 02:16:00,08/08/22 02:31:00,08/08/22 02:46:00,08/08/22 03:01:00,08/08/22 03:16:00,08/08/22 03:31:00,08/08/22 03:46:00,08/08/22 04:01:00,08/08/22 04:16:00,08/08/22 04:31:00,08/08/22 04:46:00,08/08/22 05:01:00,08/08/22 05:16:00,08/08/22 05:31:00,08/08/22 05:46:00,08/08/22 06:01:00,08/08/22 06:16:00,08/08/22 06:31:00,08/08/22 06:46:00,08/08/22 07:01:00,08/08/22 07:16:00,08/08/22 07:31:00,08/08/22 07:46:00,08/08/22 08:01:00,08/08/22 08:16:00,08/08/22 08:31:00,08/08/22 08:46:00,08/08/22 09:01:00,08/08/22 09:16:00,08/08/22 09:31:00,08/08/22 09:46:00,08/08/22 10:01:00,08/08/22 10:16:00,08/08/22 10:31:00,08/08/22 10:46:00,08/08/22 11:01:00,08/08/22 11:16:00,08/08/22 11:31:00,08/08/22 11:46:00,08/08/22 12:01:00,08/08/22 12:16:00,08/08/22 12:31:00,08/08/22 12:46:00,08/08/22 13:01:00,08/08/22 13:16:00,08/08/22 13:31:00,08/08/22 13:46:00,08/08/22 14:01:00,08/08/22 14:16:00,08/08/22 14:31:00,08/08/22 14:46:00,08/08/22 15:01:00,08/08/22 15:16:00,08/08/22 15:31:00,08/08/22 15:46:00,08/08/22 16:01:00,08/08/22 16:16:00,08/08/22 16:31:00,08/08/22 16:46:00,08/08/22 17:01:00,08/08/22 17:16:00,08/08/22 17:31:00,08/08/22 17:46:00,08/08/22 18:01:00,08/08/22 18:16:00,08/08/22 18:31:00,08/08/22 18:46:00,08/08/22 19:01:00,08/08/22 19:16:00,08/08/22 19:31:00,08/08/22 19:46:00,08/08/22 20:01:00,08/08/22 20:16:00,08/08/22 20:31:00,08/08/22 20:46:00,08/08/22 21:01:00,08/08/22 21:16:00,08/08/22 21:31:00,08/08/22 21:46:00,08/08/22 22:01:00,08/08/22 22:16:00,08/08/22 22:31:00,08/08/22 22:46:00,08/08/22 23:01:00,08/08/22 23:16:00,08/08/22 23:31:00,08/08/22 23:46:00,08/09/22 00:01:00
max_amp,2.140775596636461e-06,2.4997227205869924e-06,1.8784160616638477e-06,1.2574264798364815e-06,1.8163690189811834e-06,1.4770031895482048e-06,1.8476866219038167e-06,2.047076056407783e-06,2.1514884035535102e-06,1.818488092180147e-06,1.4705399587400684e-06,1.5936219159373396e-06,1.3949664044066545e-06,1.6592556871550051e-06,2.0599074357341806e-06,1.2720517262010736e-06,1.0594468784214802e-06,1.2606942762836712e-06,1.5926654321992573e-06,1.5411817469163575e-06,1.4084254359793522e-06,1.5660832533451067e-06,1.120409940227865e-06,1.212640217624807e-06,1.3909210140477213e-06,1.3257394963463532e-06,1.1430223827072386e-06,1.0727190595649294e-06,1.2840633066195982e-06,1.0805788723735001e-06,1.1052764951298535e-06,1.2197556378835677e-06,1.411617590963762e-06,1.4505692107186203e-06,1.2913789611719954e-06,1.2035798101838161e-06,8.692654650499786e-07,9.852675059605115e-07,7.340060669800037e-07,8.209663889769861e-07,7.562107998549196e-07,8.416420486049462e-07,1.1438939623874634e-06,9.957669604940466e-07,9.580542360916847e-07,8.643671889492491e-07,1.1182665401864581e-06,1.2255001677109796e-06,8.035423541359776e-07,8.072813907558262e-07,1.12384770369026e-06,1.384300532769451e-06,3.458628445480699e-06,1.0453802969432625e-05,1.2216960823949977e-05,3.717077308733351e-05,0.0004883709886809342,0.005327625842681094,0.032275768961475236,0.03927970456580335,0.03660243819220536,0.03149509710422318,0.035291894672968095,0.0313563535490682,0.0296706979468652,0.027637660054618676,0.029751022048612744,0.025124161742550683,0.014748069683948544,0.012178516722712782,0.010405897786961882,0.007059076522965443,0.00879545816781723,0.005133470503406349,0.002176030388113582,0.002261807861318293,0.0014743389202022303,0.0015780972943542344,0.002340370273539258,0.0008400781480929302,0.0005068817160371954,0.0006109260170959246,0.0003497364350151833,0.00013096807718723232,0.0003555639731052499,0.0004057152577362718,0.00016808801506673784,0.0002338991706233019,0.00019299288636245908,0.00011246260386355657,6.338318385345541e-05,5.860777395238325e-05,4.2298990704275446e-05,3.991819312767144e-05,3.247697079824522e-05,4.144487367441538e-05,4.0574092826454194e-05
mean_amp,1.492925072790984e-06,1.6946195737918841e-06,1.1862097416176757e-06,9.85391615073482e-07,1.2877166957693012e-06,1.173373074903214e-06,1.205916519619429e-06,1.4526605128305838e-06,1.6083172380742683e-06,1.2585175144563033e-06,1.0783063803793248e-06,1.1007657925819717e-06,1.067164722967859e-06,1.290317787862472e-06,1.3515258074843906e-06,1.0123968033518208e-06,8.409482577354419e-07,9.587765117980637e-07,1.1759597890016663e-06,1.1451934401792383e-06,9.872460213947112e-07,1.0503115035420816e-06,8.445256741411959e-07,8.79961744653383e-07,1.1098895436190267e-06,9.362834498228818e-07,8.242045728151056e-07,8.589163316634453e-07,7.955061286344835e-07,7.317530676313396e-07,8.121106954745461e-07,8.848211113841607e-07,9.878676092323236e-07,9.415422659332302e-07,8.891509603613748e-07,7.374363037704912e-07,5.965976710560195e-07,6.380905224493163e-07,5.59970335487833e-07,5.563453598022236e-07,5.505368125306667e-07,6.630639202619465e-07,7.354260250133564e-07,7.228898336683925e-07,6.858848219692722e-07,6.467318075916911e-07,7.870702654190118e-07,8.903689728674724e-07,6.612510143682372e-07,5.549392870425721e-07,7.644378014525341e-07,9.9872384262512e-07,2.24224359255542e-06,8.068270510234946e-06,9.580739381104144e-06,2.5880162435940112e-05,0.0003350139543901669,0.004244183304082627,0.024737206555507534,0.025750369119846104,0.026497755819196413,0.02573658045273317,0.0260342682158541,0.025016293472347923,0.022217714358913662,0.021905989535808953,0.020681816639353163,0.019208674079211778,0.011280749475975108,0.008758493703588558,0.006875743846977805,0.004827841318809241,0.0058078539913804465,0.004077546769698495,0.0015272405161459214,0.0016162247656607684,0.0009506294177899227,0.0010380072236297578,0.001261505756932745,0.0005584288800290593,0.00034043902934367836,0.00039980756742577473,0.00023761993335777182,9.426799106741911e-05,0.00023795182775074522,0.0002520751953971203,0.00011987568671669974,0.00014342891049014608,0.00012584987767157808,8.14184701660165e-05,4.173252522967838e-05,3.040920255919214e-05,2.962831096081112e-05,2.531157140687361e-05,2.3331551620226297e-05,2.574694417821636e-05,2.7298539995977717e-05
median_amp,1.4779299653656252e-06,1.6435468224834735e-06,1.142646770824528e-06,9.885586374151706e-07,1.2472002069378258e-06,1.1705368085730188e-06,1.1970886142910538e-06,1.3787600799620439e-06,1.568721303794964e-06,1.2376142552989513e-06,1.0616224043170013e-06,1.086238257876378e-06,1.070555046876853e-06,1.2765745292285606e-06,1.3362131614347598e-06,1.0034962055760242e-06,8.377955356956453e-07,9.353652090374112e-07,1.160420412653864e-06,1.1257762308349528e-06,9.63916715793469e-07,1.047199055051387e-06,8.327044176249163e-07,8.780469664518927e-07,1.0944275522444677e-06,9.211672518531958e-07,8.106802987422525e-07,8.542544806339625e-07,7.778079195994863e-07,7.31124239018096e-07,7.973617790365108e-07,8.774540057787055e-07,9.793541936126162e-07,9.394815154914744e-07,8.533654556294967e-07,7.075728866236244e-07,5.918806176689287e-07,6.236260621891329e-07,5.573769860794425e-07,5.433114824387577e-07,5.487222043117564e-07,6.528243911453232e-07,7.254124995823296e-07,7.024487633290424e-07,6.664190425725814e-07,6.36640794311264e-07,7.717727991742157e-07,8.806922953034016e-07,6.55572438970375e-07,5.348814233784833e-07,7.460380265036373e-07,9.84067290549655e-07,2.2479766132017163e-06,7.929409837771916e-06,9.402689458482133e-06,2.508669978616645e-05,0.0003291551485559248,0.004215766212133792,0.024897423357759317,0.025525636117230383,0.026117825302450715,0.0253892716379742,0.025566675625074003,0.02442103682371545,0.022371299498981347,0.02189175480766939,0.020056854846880145,0.01900857090667991,0.011129997989933072,0.008556199438284489,0.006737670534120397,0.004830784610440288,0.005684905342500823,0.0040709765951558305,0.0015215008658067994,0.0015683682355374234,0.0009409085568567733,0.0010143806562511177,0.0012334287878170355,0.0005432660493856021,0.00033869020526023665,0.00039239616092214577,0.0002371119771127962,9.26561245164748e-05,0.0002415035650350902,0.0002547616114694348,0.00011965727123463281,0.00013632323466922908,0.00012419255185894718,8.020562906474403e-05,4.205127816315179e-05,3.026389797012534e-05,2.8944040562241106e-05,2.5092587636404695e-05,2.2736841615560873e-05,2.5075635436668663e-05,2.7096320763431176e-05
impulses_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,2,15,10,11,5,2,2,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,570,631,637,753,599,403,421,426,292,46,22,25,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,23073,21833,22473,19799,19913,19355,15467,14599,12961,11538,2952,1602,716,336,482,172,16,14,7,7,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9211,32593,28443,27218,29039,28599,29255,31763,32952,35312,37139,38835,31740,25309,10581,16698,7325,699,654,252,327,467,76,30,38,11,0,8,9,1,1,1,0,0,0,0,0,0,0,0
impulses_ch1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,34605,8779,7895,7432,8194,8112,8398,9550,10238,11016,11478,18935,24789,29783,35276,31538,37488,17692,19874,5619,6349,9458,1630,561,901,302,44,314,341,69,90,90,29,2,0,0,0,2,0,1
max_env_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
